,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
367,Boban Marjanovic,DAL,31,44,21,23,9.6,110.5,3,29.8,39.6,0.2,17.4,0.2,37,3.1,2.3,3.5,9.7,0.024
368,Seth Curry,DAL,29,64,38,26,24.6,110.6,1.8,7,10.1,0.6,20.5,0.1,5.4,7.4,7.1,8.2,25,0.06
369,DeAndre' Bembry,ATL,25,43,10,33,21.3,110.6,2.7,12.3,18.9,1.3,31.3,0.4,20.2,9.4,7.1,6.1,21.4,0.053
370,Larry Nance Jr.,CLE,27,56,16,40,26.3,110.7,5.4,20.9,29.4,1,24.6,0.4,19.8,9.8,6.9,6.6,26.7,0.063
371,Terrance Ferguson,OKC,22,56,33,23,22.5,110.7,0.9,3.9,5.8,0.5,14.3,0.3,13.8,8.3,5.9,5.4,21.9,0.053
372,Bismack Biyombo,CHA,27,53,18,35,19.4,110.8,3.5,17.8,27.1,0.2,7.9,0.9,45,6.6,5.5,5.2,20.1,0.046
373,Bogdan Bogdanovic,SAC,27,61,29,32,28.9,110.8,3,10.5,15.2,1,24,0.2,10.2,9.6,6.5,6.3,26.9,0.068
374,Solomon Hill,MIA,29,59,29,30,18.4,110.9,2.3,11.8,17.9,0.7,22.3,0.2,9.7,7.3,5.7,5.5,18.6,0.046
375,Ty Jerome,PHX,22,31,16,15,10.6,110.9,1.3,12,18.2,0.5,24.6,0.1,16.7,4.1,2.3,2.9,10.7,0.025
376,Kevon Looney,GSW,24,20,6,14,13.1,110.9,1.9,15.1,22,0.6,21.4,0.3,25,5.7,3.6,4.2,13,0.031
377,Juancho Hernangomez,MIN,24,48,24,24,17.4,110.9,3.2,18.4,26.6,0.4,13.6,0.2,11.4,5.7,4.4,5.4,20.9,0.041
378,Keita Bates-Diop,DEN,24,44,10,34,16.9,110.9,2.3,13.1,19.4,0.4,17.3,0.5,24.2,6.6,4.9,4.6,18,0.042
379,Jaren Jackson Jr.,MEM,20,57,28,29,28.5,110.9,3.6,12,17.2,0.7,15.6,1.6,46.7,10.4,8,8.4,27.2,0.067
380,Jordan Clarkson,UTA,28,71,34,37,24,111,1.9,7.8,11.2,0.6,20.1,0.2,12.4,8.1,6,6.4,24.2,0.056
381,Josh Okogie,MIN,21,62,19,43,25,111,2.9,11.4,17,1.1,22.7,0.4,16,9.6,7.3,7,26.6,0.058
382,Nemanja Bjelica,SAC,32,72,31,41,27.9,111.1,4.8,17.7,25.5,0.9,20.4,0.6,23.5,9.3,6.6,7.4,27.4,0.063
383,Jordan McLaughlin,MIN,24,30,7,23,19.7,111.1,1.4,7.9,11.5,1.1,28.3,0.1,6.7,7.1,5.5,5,23,0.046
384,Allonzo Trier,NYK,24,24,2,22,12.1,111.1,1,7.8,11.2,0.1,8.1,0.2,10.8,4.6,3.2,3.3,11.7,0.028
385,Grayson Allen,MEM,24,38,16,22,18.9,111.1,2,10.3,15.1,0.3,9.5,0.1,3.1,7.3,5.9,5.4,18.5,0.044
386,Talen Horton-Tucker,LAL,19,6,2,4,13.5,111.2,0.8,5.6,7.8,1.3,47.1,0.2,14.3,8.7,4.8,4.3,11,0.032
387,Danilo Gallinari,OKC,31,62,37,25,29.6,111.2,4.6,15.7,22.7,0.7,14.4,0.1,3.1,9.5,7.7,6.6,30.5,0.066
388,Zach LaVine,CHI,25,60,20,40,34.8,111.2,4.1,12.5,18.2,1.5,20.8,0.5,17.2,13.6,9.9,9.2,37.2,0.078
389,Josh Hart,NOP,25,65,26,39,27,111.2,5.6,19.5,28.2,1,23.2,0.4,14.5,11.1,7.4,8,29.3,0.061
390,Luke Kennard,DET,24,28,11,17,32.9,111.3,3.2,9.5,14.3,0.4,10.3,0.2,6.1,12.4,9,9.9,35.2,0.073
391,Brandon Ingram,NOP,22,62,25,37,33.9,111.3,5.3,14.4,21.2,1,18.5,0.6,16.6,13.7,9.6,11.8,36.5,0.076
392,Harrison Barnes,SAC,28,72,31,41,34.5,111.4,3.9,11.1,16.2,0.6,11.1,0.2,5.8,11.7,8.4,8.9,33.7,0.076
393,Moritz Wagner,WAS,23,45,15,30,18.6,111.4,3.6,20.2,29.9,0.6,20.7,0.4,33.3,6.6,5.8,4.7,19.6,0.042
394,Luka Doncic,DAL,21,61,36,25,33.6,111.4,8.1,22.4,32,1,23.8,0.2,7.2,10,9.2,10.6,34.1,0.074
395,Tony Snell,DET,28,59,18,41,27.8,111.4,1.7,6.4,9.5,0.5,12.6,0.3,10.3,10.1,7.5,7.2,30.6,0.061
396,Kyle O'Quinn,PHI,30,29,18,11,10.8,111.5,2.8,26.5,38.1,0.2,13.2,0.8,60,4.7,2.9,2.7,11.8,0.024
397,Juan Toscano-Anderson,GSW,27,13,3,10,20.9,111.5,3.3,16.3,24.7,1,28.9,0.4,21.7,7.5,5.6,7.5,20,0.045
398,Julius Randle,NYK,25,64,21,43,32.5,111.6,7.4,22.3,31.6,0.8,15.1,0.3,11.6,11.7,8.1,9.4,29,0.07
399,Anthony Tolliver,MEM,35,55,24,31,15.9,111.6,2.2,13,19.4,0.3,14.2,0.2,12.6,4.5,4.6,4.9,15.8,0.034
400,Rodney Hood,POR,27,21,8,13,29.5,111.6,3,9.2,13.7,0.8,23.6,0.2,4.8,9.2,9.7,8.1,30.3,0.064
401,Malik Beasley,MIN,23,55,30,25,22,111.6,2.4,10.7,16,0.7,18.5,0.1,7.1,7.2,5.7,6.6,24.7,0.046
402,Trey Burke,DAL,27,33,16,17,15.8,111.7,1,6.6,9.8,0.5,22.2,0.1,3.8,4.1,4.5,3.7,14.4,0.033
403,Aron Baynes,PHX,33,42,19,23,22.2,111.7,4,17.8,24.9,0.2,7.8,0.5,36.5,8.1,6,5.7,21.8,0.047
404,Melvin Frazier Jr.,ORL,23,19,6,13,6.6,111.7,0.4,6.7,10.7,0.5,28.1,0.1,22.2,2.5,1.9,2.4,7.9,0.015
405,Devonte' Graham,CHA,25,63,23,40,35.1,111.8,2.7,7.8,11.9,1,20.1,0.2,8.1,11.8,9.9,8.3,36.7,0.073
406,Wenyen Gabriel,POR,23,30,10,20,7.8,111.9,1,14.8,20.5,0.4,26.8,0.2,33.3,2.5,1.9,2.2,6.7,0.017
407,Justin Jackson,DAL,25,65,39,26,16.1,111.9,2,11.9,16.7,0.2,11.4,0.2,10,4.7,4.3,6.2,18,0.033
408,Thon Maker,DET,23,60,20,40,12.9,111.9,1.9,15.2,24.3,0.4,20.5,0.7,50.6,5.1,3.7,3.2,14.5,0.027
409,Nicolas Batum,CHA,31,22,6,16,23,111.9,3.4,14.6,22.7,0.8,26.2,0.4,16,7.9,5.8,5.1,22.7,0.048
410,Jae Crowder,MIA,29,65,29,36,28.8,111.9,5.1,16.9,24.2,1.1,23.3,0.4,11.7,10.9,8.4,8.3,28,0.061
411,Blake Griffin,DET,31,18,8,10,28.5,111.9,3.7,12.8,18.5,0.4,10.8,0.4,14.9,9.8,7.4,9.1,29.9,0.058
412,Buddy Hield,SAC,27,72,31,41,30.8,111.9,3.8,12.4,18.2,0.9,18.6,0.2,9.2,10.9,8.3,8.4,30.5,0.063
413,Dario Saric,PHX,26,66,32,34,24.7,112,4.6,18.6,26.6,0.6,15.9,0.2,12.9,9.2,6.8,6.9,26.3,0.05
414,Andre Drummond,CLE,26,57,21,36,33,112,10.8,33.6,48.6,1.9,37.2,1.6,51.1,12.8,8.6,9.6,36,0.066
415,Hassan Whiteside,POR,31,67,34,33,30,112,9.7,29.4,43.5,0.4,10.6,2.9,64.7,8.6,9.3,9.4,28.1,0.06
416,John Collins,ATL,22,41,15,26,33.2,112.1,7.3,20.8,30.5,0.8,15,1.6,43.1,13.6,10,10.8,36.6,0.067
417,Quinndary Weatherspoon,SAS,23,11,5,6,7.1,112.1,0.5,7.4,9.5,0.3,18.8,0.1,14.3,4,2.6,2.2,7.1,0.016
418,Langston Galloway,DET,28,66,20,46,25.8,112.1,1.8,6.8,10.3,0.7,18.8,0.2,7,9.8,7.3,6.8,27.6,0.052
419,Derrick Rose,DET,31,50,17,33,26,112.2,1.9,7.1,10.7,0.8,18.8,0.3,11.9,9.8,7.1,7.6,28.5,0.052
420,Devin Booker,PHX,23,70,34,36,35.9,112.2,3.8,10.6,15.3,0.7,12.9,0.3,8.5,12.2,9.4,9.6,37.1,0.07
421,Malik Monk,CHA,22,55,18,37,21.3,112.3,2.4,10.8,17.4,0.5,16.6,0.3,15,7.8,6.7,5.2,22.3,0.042
422,Jerami Grant,DEN,26,71,45,26,26.6,112.3,2.7,9.9,15,0.7,17.5,0.8,29.2,9.2,7,6.8,27.5,0.052
423,Elfrid Payton,NYK,26,45,17,28,27.7,112.3,3.6,12.6,17.6,1.6,33.2,0.4,14.4,10.4,6.9,7.8,24.8,0.054
424,Michael Porter Jr.,DEN,22,55,36,19,16.4,112.4,3.5,21.4,30.9,0.5,18.2,0.5,29.8,5.7,4.6,4.2,16.1,0.032
425,Chasson Randle,GSW,27,3,2,1,13.5,112.4,0.7,5.3,7.4,0.7,40,0,0,4,4,2.3,13.3,0.027
426,Drew Eubanks,SAS,23,22,13,9,12.4,112.5,2.6,20.3,28.1,0.2,10.9,0.8,58.6,5,4.1,3.5,13.4,0.025
427,Allen Crabbe,MIN,28,37,5,32,17.6,112.5,1.8,9.8,15.2,0.4,15.2,0.1,5.5,7.4,5.4,5.4,20.1,0.033
428,Nassir Little,POR,20,48,22,26,11.9,112.7,1.6,12,18.6,0.3,17.8,0.3,20.6,3.6,4.2,3,11,0.022
429,JJ Redick,NOP,36,60,26,34,26.3,112.7,2.4,8.3,12.5,0.3,7.9,0.2,6.2,11.4,8,8.7,28.6,0.048
430,Dennis Smith Jr.,NYK,22,34,7,27,15.8,112.8,1.7,10.2,14.7,0.8,38.4,0.2,14.3,6.3,4.4,3.6,15.4,0.028
431,Andrew Wiggins,GSW,25,54,15,39,34.4,112.8,3.9,11,16,0.8,15,1,22.9,13.5,9.5,10,34.5,0.062
432,Johnathan Williams,WAS,25,15,7,8,12,112.9,2.7,21.5,32,0.1,3.8,0.5,36.4,3.8,2.6,2.5,12.8,0.02
433,Ante Zizic,CLE,23,22,4,18,10,112.9,2.2,21.1,32,0.3,23.3,0.2,41.7,3,3.3,2.1,10.7,0.018
434,Alfonzo McKinnie,CLE,27,40,11,29,14.8,113,1.9,13.1,18.8,0.6,25.3,0.2,18.2,6.1,4,3.3,15.8,0.026
435,Carmelo Anthony,POR,36,58,28,30,32.8,113,5.1,14.5,21.3,0.8,20.1,0.5,11.1,8.9,9.6,10.1,32.5,0.055
436,Ish Smith,WAS,31,68,23,45,26.3,113.1,2.8,10.3,15.6,0.9,19.8,0.4,17.5,8.2,8.1,5.9,28.2,0.044
437,Kyrie Irving,BKN,28,20,8,12,32.9,113.1,4.1,12,17.2,1.4,26.7,0.5,13.3,11.9,7.6,8.3,37.7,0.056
438,Marquese Chriss,GSW,22,59,15,44,20.3,113.2,4.3,21.2,31.7,0.7,20.5,1.1,50.4,7.8,5.6,5.7,21.3,0.034
439,Kevin Porter Jr.,CLE,20,50,15,35,23.2,113.2,2.8,12.1,17.7,0.9,22.9,0.3,15.4,9,6.9,6.6,22.9,0.039
440,Cam Reddish,ATL,20,58,17,41,26.7,113.2,3.1,11,16.7,1.1,25.6,0.5,15.7,10.3,8.6,8.6,31.6,0.045
441,Rayjon Tucker,UTA,22,20,12,8,8.1,113.3,0.9,11.3,15.9,0.1,4.5,0.1,9.1,2.7,2,1.6,7.9,0.014
442,Frank Jackson,NOP,22,59,26,33,13.5,113.3,1,7,10.8,0.3,15.3,0.1,5.1,5.2,4.2,4.5,15.6,0.023
443,Torrey Craig,DEN,29,58,38,20,18.5,113.3,2.2,11.8,17.4,0.4,15.2,0.6,35,6.7,4.8,5.2,19.1,0.03
444,William Howard,HOU,26,2,1,1,6.6,113.3,1,25,33.3,0,0,0,0,2,0,2.5,6,0.011
445,LaMarcus Aldridge,SAS,34,53,23,30,33.1,113.4,5.5,16.2,22.4,0.7,15,1.6,52.4,10.2,8.5,9.7,32.5,0.052
446,Ryan Broekhoff,PHI,29,17,10,7,10.6,113.4,2.2,20.2,28.4,0.3,21.7,0.2,19,3.9,2.8,5.2,12.5,0.017
447,Terry Rozier,CHA,26,63,21,42,34.4,113.4,3.6,10.7,15.9,1,21.6,0.2,5.2,12,9.1,8.1,36.4,0.055
448,Anfernee Simons,POR,21,70,32,38,20.7,113.4,1.8,8,12,0.4,16,0.1,5.9,6.9,6.6,6.3,20.6,0.033
449,Dejounte Murray,SAS,23,66,29,37,25.6,113.5,4.8,18.4,25.7,1.7,40.7,0.3,9,8.1,7,7.3,26.3,0.041
450,Dean Wade,CLE,23,12,1,11,6,113.5,1.3,21.3,32,0.2,14.3,0.3,50,1.8,2,1.4,6,0.01
451,Nickeil Alexander-Walker,NOP,21,47,19,28,12.6,113.5,1.6,12.2,19.1,0.4,22.1,0.2,14.5,4.8,4.1,3.3,13.9,0.02
452,CJ Miles,WAS,33,10,4,6,16.1,113.6,0.8,5,7.5,1,40,0.4,22.2,6.1,4.1,3.7,16.8,0.026
453,CJ McCollum,POR,28,70,34,36,36.5,113.6,3.6,9,13.5,0.8,16.2,0.6,12.8,10.6,12.2,11.1,36.6,0.056
454,De'Andre Hunter,ATL,22,63,19,44,32,113.6,3.8,11.6,17.3,0.7,13.6,0.3,8.9,12.7,9.4,10.6,35.9,0.049
455,Cody Zeller,CHA,27,58,18,40,23.1,113.6,4.3,19.7,29.5,0.7,22.1,0.4,26.6,8,6.1,5.2,24.8,0.036
456,Kevin Huerter,ATL,21,56,19,37,31.4,113.6,3.4,10.6,15.8,0.9,19.5,0.5,14.1,13,9.5,10.3,35.9,0.048
457,Gary Trent Jr.,POR,21,61,29,32,21.8,113.6,1.2,5.2,8,0.8,25.9,0.3,10.1,6.6,7,7,21.3,0.034
458,DeMar DeRozan,SAS,30,68,31,37,34.1,113.7,4.9,13.9,20.1,1,20.6,0.3,7.8,10.3,10.3,9.8,34.6,0.051
459,Troy Brown Jr.,WAS,20,69,24,45,25.8,113.7,4.4,17.1,26.5,1.2,27.9,0.1,4.5,8.1,8,6.3,28.4,0.039
460,Jeff Teague,ATL,32,59,22,37,24.8,113.7,1.9,7.4,11.3,0.7,18.6,0.3,12,8.8,8.3,6.2,26.1,0.038
461,Trey Lyles,SAS,24,63,27,36,20.2,113.7,4.6,22.8,31.5,0.4,14.1,0.4,23.7,6.3,5.4,5.9,21,0.03
462,Jordan McRae,DET,29,37,12,25,21.2,113.7,2.9,13.9,20.5,0.6,15.7,0.4,20.5,6.8,6.1,5.1,24.3,0.034
463,Taj Gibson,NYK,35,62,21,41,16.5,113.7,2.5,15.8,22.3,0.4,15.4,0.5,40.5,6,4.3,4.7,15.7,0.025
464,James Johnson,MIN,33,32,14,18,19.4,113.8,2.9,14.5,21.2,0.8,25,1,46.4,7.2,5.9,5.1,21.1,0.029
465,Shake Milton,PHI,23,40,23,17,20.1,113.8,1.8,9.3,12.9,0.5,17.9,0.2,9.1,6.7,4.9,5.6,21.2,0.03
466,Darius Garland,CLE,20,59,17,42,30.9,113.8,1.4,4.6,6.6,0.7,17.6,0.1,3.4,13.1,8.2,9.7,35.4,0.045
467,Jarred Vanderbilt,MIN,21,11,6,5,4.2,113.9,0.5,14.3,22.2,0.3,30,0.1,33.3,2.3,0.7,1.8,4.5,0.007
468,Davis Bertans,WAS,27,54,20,34,29.3,113.9,3.9,13,19.8,0.7,15.4,0.6,23.1,9.4,9.9,6.8,31.7,0.043
469,Ian Mahinmi,WAS,33,38,15,23,21.3,114,3.7,17.6,25.9,0.8,21.4,1.2,50,7.9,6.1,6.3,21,0.03
470,Miles Bridges,CHA,22,65,23,42,30.7,114,4.2,13.8,20.6,0.6,15.7,0.7,30.4,11,8.7,7.8,33.2,0.043
471,Mario Hezonja,POR,25,53,24,29,16.4,114.2,2.9,15.8,24.4,0.7,27.1,0.2,9.1,5.4,5.9,5.1,15.4,0.023
472,Eric Paschall,GSW,23,60,14,46,27.6,114.2,3.2,11.6,17.6,0.5,11.6,0.2,9.1,10.9,7.9,9.6,28.5,0.038
473,D'Angelo Russell,MIN,24,45,11,34,32.3,114.3,3.6,10.7,16,1.1,18.5,0.3,9,11.9,10.6,10.5,35,0.043
474,Damian Lillard,POR,29,66,33,33,37.5,114.3,3.8,9.2,13.9,1.1,21.9,0.3,6.7,10.9,12.5,11.2,36.5,0.05
475,Glenn Robinson III,PHI,26,62,17,45,28.8,114.3,3,10.6,15.8,0.9,17.6,0.3,9.2,10.9,8.3,8.4,29.8,0.039
476,Caleb Swanigan,POR,23,27,12,15,10.7,114.5,2.7,24.8,38.4,0.1,6.7,0.3,31.8,5.2,3.9,4.2,11.8,0.014
477,Donta Hall,BKN,22,9,4,5,14.8,114.5,2.7,19.7,27.3,0.3,14.3,0.7,60,5.2,3.6,4.4,13.8,0.019
478,RJ Barrett,NYK,20,56,17,39,30.4,114.5,4.1,13.4,19.4,1,19.3,0.3,11,10.6,8.7,8.6,27.9,0.039
479,Marvin Bagley III,SAC,21,13,2,11,25.7,114.6,5.2,20.1,28.3,0.5,17.1,0.9,48,9.4,6.8,8.1,27.5,0.032
480,De'Aaron Fox,SAC,22,51,20,31,32,114.6,3.2,9.9,14.3,1.5,28.5,0.5,18.9,10.6,8,8.9,31.8,0.04
481,Chandler Parsons,ATL,31,5,0,5,10.8,114.7,1.2,12,18.8,0.8,30.8,0.2,14.3,5.6,3.8,4,14.8,0.014
482,Sekou Doumbouya,DET,19,38,10,28,19.8,114.8,2.6,13.7,20.8,0.5,15.9,0.2,12.5,6.4,6.2,5.6,23.2,0.024
483,Bryn Forbes,SAS,26,63,27,36,25.1,114.8,1.8,7.1,10,0.5,15.1,0,0,7.8,7.1,7.7,26.1,0.029
484,Harry Giles III,SAC,22,46,22,24,14.5,115,3.2,24.1,34.9,0.5,18.3,0.4,43.9,5,4,5,14.9,0.017
485,Zhaire Smith,PHI,21,7,3,4,4.6,115.1,0.3,8,12.5,0.4,50,0,0,3,1,0.9,5.4,0.006
486,Antonius Cleveland,DAL,26,11,6,5,4.2,115.2,0.5,12.2,17.9,0.1,50,0.3,60,1.4,0.8,1.1,3.5,0.005
487,PJ Dozier,DEN,23,29,18,11,14.2,115.2,1.6,10.8,15.5,0.5,18.9,0.2,13.6,6.1,3,3.6,12.8,0.016
488,Tristan Thompson,CLE,29,57,19,38,30.2,115.2,6.2,20.7,29.4,0.6,15,0.9,51.5,13.9,7.4,10.5,35.7,0.032
489,Cedi Osman,CLE,25,65,19,46,29.4,115.2,3,10.3,14.7,0.8,21.3,0.2,15,12.9,7.9,9.5,34.6,0.031
490,Jabari Parker,SAC,25,38,9,29,24.2,115.3,4,17,26.3,1.2,25.6,0.4,19,9.2,6.9,7.5,26.8,0.026
491,Karl-Anthony Towns,MIN,24,35,10,25,33.9,115.4,8.1,24,33.5,0.9,16.7,1.2,34.1,11.8,8.9,8.6,35,0.034
492,Kevin Love,CLE,31,56,16,40,31.8,115.4,8.8,28.6,40.7,0.6,13.9,0.3,18.8,13.2,7.7,11.1,36.9,0.032
493,Jahlil Okafor,NOP,24,30,9,21,15.6,115.7,2.6,16.4,23.3,0.2,13.7,0.7,46.8,6.5,4.4,5,17.6,0.014
494,Jeremiah Martin,BKN,24,9,6,3,11,115.8,1,8.9,13.2,0.8,63.6,0.2,22.2,3.7,3.2,3.3,11.8,0.01
495,Thomas Bryant,WAS,22,46,15,31,24.9,116,5.1,19.8,29.7,0.5,15.2,1.1,44.1,9.2,7.2,7.9,27.8,0.02
496,Trae Young,ATL,21,60,18,42,35.3,116.1,3.7,10,15.3,1.1,19.8,0.1,3.6,14.6,11.3,11.4,41.9,0.029
497,Gary Payton II,WAS,27,29,13,16,14.9,116.1,1.9,12.7,20.2,1.1,35.5,0.2,15.9,6,4.9,3.6,16.3,0.012
498,Kadeem Allen,NYK,27,10,3,7,11.7,116.4,0.7,6.5,9.2,0.5,27.8,0.2,33.3,3.3,2,2.4,11.4,0.009
499,Brandon Knight,DET,28,25,4,21,18.5,116.4,1.5,9.3,12.8,0.4,15.2,0.1,11.1,6.6,3.9,4,21.1,0.013
500,Zach Collins,POR,22,11,8,3,26.4,116.5,4,14.9,21.2,0.5,13.5,0.5,17.9,8.6,8.2,6.7,20.7,0.018
501,Rui Hachimura,WAS,22,48,15,33,30.1,116.7,4.5,15.5,23.2,0.8,15.9,0.2,7.1,11.3,8.9,9.1,33,0.018
502,Ignas Brazdeikis,NYK,21,9,1,8,5.9,116.8,0.3,6.8,10.3,0,0,0.1,14.3,2.9,1.6,1.8,6.2,0.003
503,Norvel Pelle,PHI,27,24,12,12,9.7,116.9,2.2,22,34.7,0.1,8.6,1.3,70.5,4.3,3.2,3.4,9.5,0.005
504,Collin Sexton,CLE,21,65,19,46,33,117,2.2,6.9,10,1,21.6,0.1,5.4,14.2,8.7,10.7,38.8,0.017
505,Marial Shayok,PHI,24,4,2,2,7,117.2,1.5,19.4,27.3,0,0,0.3,33.3,4.8,3.5,2.5,6.5,0.004
506,Damian Jones,ATL,25,55,15,40,16.1,117.3,2.4,15.3,24.1,0.5,16.3,0.7,45.5,6.4,5.1,4.7,17.9,0.007
507,Bradley Beal,WAS,27,57,20,37,36,117.6,3.3,9.5,14.2,1.2,21.8,0.4,13.3,13,11.2,10.3,38.5,0.012
508,Tyler Cook,DEN,22,13,3,10,4.2,117.6,0.6,14.8,24.2,0.2,21.4,0,0,2.5,1.2,0.8,3.2,0.002
509,JR Smith,LAL,34,6,2,4,13.2,117.9,0.8,6,8.8,0.2,6.7,0,0,7.5,4,5.3,9.7,0.004
510,KZ Okpala,MIA,21,5,2,3,5.2,118,0.8,16,30.8,0.4,66.7,0.2,25,3.6,1.8,0.4,5.2,0.001
511,Cristiano Felicio,CHI,27,22,6,16,17.5,118.8,2.1,13.9,21.1,0.5,12.7,0.1,8.3,7.1,5.6,5,20.2,0
512,Miye Oni,UTA,22,10,5,5,10.9,119.9,1.2,12.1,18.8,0.4,33.3,0.2,20,3.5,2.7,2.7,12.2,-0.004
513,Isaiah Thomas,WAS,31,40,14,26,23.1,120.2,1.4,6.3,9.3,0.3,10.2,0.2,7.7,9,6.9,8.4,26.2,-0.01
514,Justin Wright-Foreman,UTA,22,4,1,3,11.3,121.1,1.3,12.5,20,0.5,22.2,0,0,3.8,4.3,1.8,11.5,-0.008
515,Zylan Cheatham,NOP,24,4,2,2,12.8,121.2,1.5,12.8,17.1,0.3,14.3,0.3,25,6.3,4.5,2.8,15,-0.009
516,Jusuf Nurkic,POR,25,8,6,2,31.6,122,7.4,24.3,35.5,1.4,25.6,2,64,8.5,10.8,8.5,29.3,-0.031
517,Khyri Thomas,DET,24,8,2,6,7.7,122.1,0,0,0,0.4,33.3,0,0,2,2.8,1.6,9.8,-0.007
518,Bol Bol,DEN,20,7,2,5,12.4,123.3,2,17.1,25.5,0.3,20,0.9,60,6.7,3,2.4,11.1,-0.017
519,Stephen Curry,GSW,32,5,1,4,27.9,123.7,4.4,16.2,22.4,1,23.8,0.4,18.2,12,6.2,12.4,31.6,-0.044
520,Justin Patton,DET,23,5,2,3,4.8,126.8,0.8,17.4,22.2,0,0,0,0,4.6,0.8,1.6,7.2,-0.013
521,Shamorie Ponds,TOR,22,4,4,0,2.6,127.3,0.3,16.7,25,0,0,0.3,50,0.5,1,1.3,2,-0.007
521,Tariq Owens,PHX,25,3,0,3,5.1,127.3,0.3,6.7,12.5,0.3,100,0,0,1.7,2,2.3,4.7,-0.013
523,Dusty Hannahs,MEM,26,2,0,2,6.7,127.6,0.5,6.3,8.3,0,0,0,0,3,4,0,3,-0.017
524,Sindarius Thornwell,NOP,25,2,0,2,17.7,128.8,2,13.3,21.1,0.5,20,0.5,16.7,8,4.5,2.5,22,-0.05
525,Lance Thomas,BKN,32,7,4,3,14,133.5,1.6,14.1,18.3,0,0,0,0,3.9,2.4,5.3,16,-0.061
526,Zach Norvell Jr.,GSW,22,5,2,3,8.2,135.6,1.2,20.7,37.5,0.4,20,0,0,2.8,3.6,3,9.2,-0.042
527,Kyle Guy,SAC,22,3,2,1,3.2,137.5,0.3,9.1,20,0,0,0,0,1.7,1,0.7,5.3,-0.021
528,Moses Brown,POR,20,9,4,5,3.6,141.7,1.2,32.4,45.8,0.1,33.3,0.1,50,1,1.3,1.2,4,-0.026
529,Jared Harper,NYK,22,3,1,2,2.6,144.4,0,0,0,0,0,0,0,1.7,1.7,0.7,2,-0.022
