,Name,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV","OPP PTS
2ND CHANCE","OPP PTS
FB","OPP PTS
PAINT",DEF WS
371,Aaron Gordon,ORL,22,58,19,39,32.9,108.3,6.4,19.1,27.7,1,18.4,0.8,22.5,11.5,8.4,9,35.3,0.082
372,Luke Babbitt,MIA,29,50,15,35,14.3,108.3,1.8,12.3,18.5,0.2,6.5,0.1,11.5,4.7,3.4,3.2,12.9,0.036
373,Dewayne Dedmon,ATL,28,62,18,44,24.9,108.3,6.3,24.9,35.5,0.6,16,0.8,35.9,9.4,6.3,6.3,21.7,0.061
374,Joe Harris,BKN,26,78,27,51,25.3,108.4,2.7,10.1,14.6,0.4,16.1,0.3,11,9.5,6.7,6,24.4,0.062
375,Julius Randle,LAL,23,82,35,47,26.7,108.4,5.8,20.2,29.2,0.5,14.2,0.5,21.7,10.5,7.1,7.4,27.2,0.065
376,Quinn Cook,GSW,25,33,21,12,22.4,108.4,2.2,9.4,14,0.4,10.7,0,1,7.8,6.6,6.6,22.8,0.054
377,Trey Lyles,DEN,22,73,41,32,19.1,108.4,4,21.5,30.7,0.4,14.4,0.5,22.2,7,3.6,4.6,18.3,0.047
378,Taj Gibson,MIN,33,82,47,35,33.2,108.5,4.8,14.6,21.5,0.8,12.9,0.7,22.7,9.9,9.2,8.9,31.1,0.08
379,Andrew Harrison,MEM,23,56,17,39,23.7,108.5,1.9,8.5,12.4,0.7,21,0.5,19.4,7.6,5.2,7.4,19.3,0.056
380,Denzel Valentine,CHI,24,77,26,51,27.2,108.6,4.5,16.8,22.9,0.8,19.8,0.1,6.8,9.4,6.1,6.4,24.5,0.065
381,Spencer Dinwiddie,BKN,25,80,28,52,28.8,108.6,2.7,9.4,13.4,0.9,23.4,0.3,10.6,9.4,7.8,6.6,28.1,0.068
382,Brook Lopez,LAL,30,74,34,40,23.4,108.6,3,12,16.7,0.4,11,1.3,54.1,8.6,6.7,6.6,23.8,0.056
383,Will Barton,DEN,27,81,46,35,33.1,108.6,4.2,12.6,18.3,1,19.5,0.6,18.6,13,7.8,8.8,33.3,0.079
384,Mirza Teletovic,MIL,32,10,4,6,15.9,108.6,2,12.8,18.9,0.4,26.7,0.1,6.7,7.6,3,1.2,12,0.038
385,Tyler Dorsey,ATL,22,56,15,41,17.4,108.7,2,11.2,15.5,0.3,14.7,0.1,7.1,6.8,4.1,5.6,16.3,0.042
386,Khris Middleton,MIL,26,82,44,38,36.4,108.7,4.7,13.3,19.8,1.5,21.1,0.3,6.2,11.8,9.9,7.5,35.3,0.086
387,Wayne Selden,MEM,23,35,10,25,19.8,108.7,1.1,6,8.9,0.5,15.9,0.1,7,7.9,4.8,6.1,18.5,0.048
388,Darius Miller,NOP,28,82,48,34,23.7,108.7,1.8,7,10.4,0.3,9.3,0.2,7.9,8.4,7,6.7,24.1,0.056
389,Jameer Nelson,DET,36,50,25,25,20.3,108.7,1.8,8.8,13.1,0.5,18.1,0.1,4.7,7.9,5.6,4.5,18.6,0.049
390,Justin Jackson,SAC,23,68,21,47,22.2,108.8,2.4,10.9,15.7,0.4,12.4,0.2,9.8,7.5,5,5.8,19.7,0.053
391,Allen Crabbe,BKN,26,75,25,50,29.3,108.8,3.9,13,19,0.6,16.1,0.5,15.7,9.7,8.4,6.9,29.6,0.069
392,Skal Labissiere,SAC,22,60,19,41,20.7,108.8,3.2,15.7,23.2,0.4,12.6,0.8,42.2,6.7,5.8,4.8,19,0.049
393,Kevin Durant,GSW,29,68,49,19,34.2,108.9,6.4,16.9,25.6,0.7,13.3,1.8,33.7,13.6,10.1,10.8,34.5,0.08
394,Rodney Hood,CLE,25,60,29,31,26.9,108.9,2.4,9.1,13,0.8,17.6,0.2,8.5,8.8,6.3,5.6,24.7,0.061
395,Kent Bazemore,ATL,28,65,19,46,27.5,108.9,3.4,12.4,18.9,1.5,31.2,0.7,25,10.5,8.1,7.4,26.1,0.063
396,Andrew Wiggins,MIN,23,82,47,35,36.3,108.9,3.4,9.4,14,1.1,17.3,0.6,18.2,11.1,9.7,9.9,33.8,0.083
397,Jarrett Jack,NYK,34,62,26,36,25,109,2.7,10.6,15.4,0.6,18.3,0.1,2.3,8.6,6.4,6.2,22.3,0.057
398,Wilson Chandler,DEN,31,74,41,33,31.7,109.1,4,12.7,18.1,0.6,11.1,0.5,15.7,12,7.3,9.1,31,0.071
399,Quincy Pondexter,CHI,30,23,6,17,8.5,109.1,0.8,10.3,14.4,0.3,24.2,0.1,18.2,3.2,1.8,1.7,6.9,0.019
400,Jerian Grant,CHI,25,74,24,50,22.8,109.1,1.9,8.4,11.6,0.9,26.3,0.1,7.3,8,5.3,5.4,20.5,0.05
401,Jodie Meeks,WAS,30,77,41,36,14.5,109.2,1.4,10.2,15.2,0.4,17.2,0.1,5.1,5.2,4,3.2,13.8,0.033
402,Malcolm Brogdon,MIL,25,48,25,23,29.9,109.2,2.8,9.7,14.3,0.9,16.6,0.3,9.1,9.5,7.6,5.6,28.5,0.065
403,Marquese Chriss,PHX,20,72,19,53,21.2,109.2,4.4,20,29.3,0.7,21,1,41.4,9,5.9,6.3,21.6,0.047
404,Karl-Anthony Towns,MIN,22,82,47,35,35.6,109.2,9.4,27.2,39.7,0.8,13,1.4,43.1,10.9,9.3,9.4,33.2,0.077
405,Juancho Hernangomez,DEN,22,25,15,10,11.1,109.2,1.4,13.9,20.5,0.2,13.6,0.1,12.5,4.2,2.7,3.6,10.6,0.025
406,Deyonta Davis,MEM,21,62,16,46,15.2,109.3,2.8,18.2,28.8,0.2,9.7,0.6,36.8,6.1,4.9,4.7,14.5,0.034
407,Lance Stephenson,IND,27,82,48,34,22.6,109.4,4.4,20.3,29.5,0.6,16,0.2,11.4,7.3,5.5,5.7,21.3,0.049
408,Terrance Ferguson,OKC,20,61,37,24,12.5,109.4,0.5,3.8,5.7,0.4,18.9,0.2,12,4.1,3.7,3.6,11.6,0.027
409,Antonio Blakeney,CHI,21,19,3,16,16.5,109.4,1.5,8.9,12.8,0.4,16.3,0.1,6.3,4.3,3.7,3.4,14.3,0.035
410,Bobby Portis,CHI,23,73,25,48,22.5,109.5,4.6,20.7,29.5,0.7,18.2,0.3,21.7,7.1,5.5,5.1,20.3,0.048
411,Harrison Barnes,DAL,26,77,24,53,34.2,109.5,5.1,15.4,21.7,0.6,12.9,0.2,6.7,10.1,8.1,10,31.2,0.072
412,Nicolas Batum,CHA,29,64,27,37,31,109.6,3.9,12.4,17.1,1,23.6,0.4,10.7,10,7.3,7.2,30.5,0.065
413,Mario Hezonja,ORL,23,75,21,54,22.1,109.6,3.2,14.4,21.9,1.1,30.7,0.4,19.4,8,6.4,5.7,21.7,0.046
414,Willie Cauley-Stein,SAC,24,73,23,50,28,109.6,5.2,19.7,29.1,1.1,22.4,0.9,38.1,9.8,6,7.7,23.9,0.059
415,Rondae Hollis-Jefferson,BKN,23,68,26,42,28.2,109.6,5.3,17.5,25.5,1,27.1,0.7,23.3,10.3,7.7,7.4,28.9,0.059
416,Matthew Dellavedova,MIL,27,38,21,17,18.7,109.7,1.3,7.5,11.3,0.4,13.5,0,0,5.7,4.1,3.3,18.1,0.039
417,Marc Gasol,MEM,33,73,21,52,33,109.7,7,22.5,32.8,0.7,15.5,1.4,43.2,11.5,7.3,10.3,28.1,0.067
418,David Nwaba,CHI,25,70,26,44,23.5,109.7,3.4,14.2,20,0.8,22.6,0.4,23,7.9,6,5.2,22.6,0.049
419,Isaiah Hicks,NYK,23,18,4,14,13.3,109.7,1.7,11.8,18.5,0.1,9.1,0.2,16.7,4.7,4,2.5,12.7,0.028
420,Myke Henry,MEM,25,20,3,17,18.9,109.7,1.4,8.1,12.3,1.6,41.3,0.3,19.4,6.5,5.3,5.9,18.3,0.04
421,Jabari Parker,MIL,23,31,16,15,24,109.7,3.5,14.5,22.5,0.8,17.6,0.3,11.9,9.5,7.7,7.2,25.7,0.05
422,Larry Drew II,NOP,28,10,6,4,7,109.8,0,0,0,0,0,0,0,2.4,2,1.1,6.4,0.014
423,Tim Hardaway Jr.,NYK,26,57,19,38,33.1,109.8,3.4,9.9,14.4,1.1,23.8,0.2,5.5,10.6,9,8.3,29.3,0.067
424,Patrick McCaw,GSW,22,57,41,16,16.9,109.8,1.2,6.5,10.1,0.8,25.4,0.2,5.9,6.6,4.9,4.9,18.1,0.034
425,Marcus Georges-Hunt,MIN,24,42,24,18,5.3,109.9,0.2,4.3,7,0.1,12.5,0,0,1.5,2,1.4,4.9,0.011
426,Paul Zipser,CHI,24,54,17,37,15.3,109.9,2.2,14.7,21.5,0.4,17.4,0.3,25.9,5.1,3.8,3.2,14.9,0.03
427,Tyler Ulis,PHX,22,71,20,51,23.4,110,1.5,6.1,9,1,28.9,0.1,4.7,9.1,6.3,7.1,22.6,0.046
428,Luol Deng,LAL,33,1,0,1,13.1,110,0,0,0,1,50,0,0,2,7,2,14,0.028
429,Frank Kaminsky,CHA,25,79,35,44,23.2,110,3.1,13.9,19.1,0.5,14,0.2,12.7,6.4,4.7,4.7,22.1,0.045
430,Jeff Teague,MIN,30,70,41,29,33,110,2.6,8.1,12.1,1.5,25.7,0.3,11.2,10.3,8.8,9.7,30.4,0.065
431,Cheick Diallo,NOP,21,52,29,23,11.2,110,3.2,26.2,39,0.2,14.3,0.4,36.8,4.5,3,2.6,11.5,0.022
432,Dennis Smith Jr.,DAL,20,69,22,47,29.7,110.1,3,10.6,15,1,23.1,0.3,11.7,8.9,6.9,9,27,0.058
433,Darrell Arthur,DEN,30,19,12,7,7.4,110.1,0.6,8.7,13.3,0.4,29.6,0.2,21.4,2.8,1.6,1.5,8.1,0.015
434,Jamal Murray,DEN,21,81,46,35,31.7,110.2,2.7,8.7,12.3,1,19,0.3,11.5,11.5,7.1,8.3,30.9,0.06
435,Lou Williams,LAC,31,79,42,37,32.8,110.2,2,5.9,8.9,1.1,21.8,0.2,7.5,12.1,9.8,10.7,32.2,0.063
436,Sean Kilpatrick,CHI,28,52,22,30,12.3,110.3,1.6,13.1,18.5,0.3,11.9,0.1,10.6,4.5,2.8,2.7,11.8,0.023
437,Andrew White III,ATL,25,15,1,14,13.9,110.3,2,13.3,18.8,0.2,12,0.1,10,6.3,3.9,4.1,12.3,0.027
438,Evan Fournier,ORL,25,57,20,37,32.2,110.3,2.8,8.4,12.6,0.8,14.9,0.3,8.7,11.2,8.8,8.2,34.4,0.062
439,Josh Jackson,PHX,21,77,19,58,25.4,110.3,3.3,12.3,18.3,1,27.5,0.5,19.9,9.9,7.4,8.1,25.6,0.048
440,Demetrius Jackson,PHI,23,15,12,3,5.3,110.3,0.5,8.6,11.9,0.3,45.5,0.1,14.3,2.3,0.9,0.5,4.5,0.01
441,DeAndre Jordan,LAC,29,77,39,38,31.5,110.3,10.9,33.9,48.5,0.5,10.8,0.9,33.8,11.3,8.2,10.4,29,0.058
442,Tony Snell,MIL,26,75,42,33,27.4,110.3,1.8,6.6,10,0.6,12.9,0.4,12.4,9.5,7.3,5.7,27.7,0.051
443,Richard Jefferson,DEN,38,20,10,10,8.2,110.3,0.8,9.9,13.6,0.1,8.7,0.1,5.6,3.5,1.7,3.3,7.8,0.015
444,Alex Len,PHX,25,69,20,49,20.2,110.4,5,22.8,33.8,0.4,13.8,0.9,41.8,7.7,5.6,5.6,19.2,0.038
445,Greg Monroe,BOS,28,51,21,30,20.4,110.5,4.7,24.4,36.5,0.9,27,0.5,32.4,8.3,4.8,6.4,22,0.038
446,Lauri Markkanen,CHI,21,68,23,45,29.7,110.5,6.3,21.7,28.8,0.6,12.7,0.6,25.5,10.7,6.4,7.4,27.7,0.054
447,JaMychal Green,MEM,28,55,11,44,28,110.5,5.8,21.8,31,0.6,14.5,0.5,18.7,10.2,6,8.2,24.3,0.05
448,Gorgui Dieng,MIN,28,79,45,34,16.9,110.5,3.2,20.1,30.4,0.6,19.8,0.5,40.2,5.6,4.6,4.7,16.5,0.031
449,Kris Dunn,CHI,24,52,19,33,29.3,110.6,3.8,13.1,17.7,2,40.3,0.5,21.4,10.3,6.7,6.9,28.2,0.053
450,Tobias Harris,LAC,25,80,39,41,33.3,110.6,4.7,14.5,20.9,0.9,17.2,0.4,18.5,11.1,8.3,8.6,32,0.059
451,James Young,PHI,22,6,4,2,10.2,110.6,0.3,2.9,5,0,0,0,0,4.8,4.3,3.2,7.7,0.017
452,Michael Beasley,NYK,29,74,24,50,22.3,110.6,4.3,19.1,28.4,0.5,14.9,0.6,24.7,8.1,6.1,5.4,20.6,0.04
453,Ramon Sessions,WAS,32,28,10,18,14,110.7,1.1,8.6,12.7,0.5,21.5,0.1,8.7,4.9,3.7,4,14.6,0.025
454,Cameron Payne,CHI,23,25,7,18,23.3,110.7,2,8.9,12.2,1,25.5,0.4,27.3,7.4,5.4,4.7,19.8,0.041
455,Courtney Lee,NYK,32,76,27,49,30.4,110.8,2.6,8.2,12.2,1.1,26,0.2,6.5,11.2,8.4,7.9,28.1,0.053
456,Brandon Jennings,MIL,28,14,8,6,14.7,110.8,1.9,13.1,19.3,0.4,15.8,0.3,20,5.6,4.6,6,17.9,0.027
457,Thon Maker,MIL,21,74,40,34,16.7,110.8,2,13,21.1,0.5,16.7,0.7,41.7,5.4,5,3.6,16.6,0.029
458,Omer Asik,CHI,31,18,7,11,10.1,110.9,2.1,20.8,29.5,0.1,8,0.2,28.6,4.5,2,2.7,9.6,0.018
459,Ivan Rabb,MEM,21,36,6,30,14.3,110.9,2.9,21.6,32.7,0.3,14.1,0.4,28.3,5.9,3.4,4.6,13.6,0.025
460,Dragan Bender,PHX,20,82,21,61,25.2,110.9,3.9,14.9,21.7,0.3,8,0.6,29.1,9.5,7,7.7,24.9,0.043
461,Torrey Craig,DEN,27,39,22,17,16.1,110.9,2.2,13.4,19.1,0.3,13.5,0.4,23.1,5.6,3.4,4.3,15.4,0.028
462,Wesley Matthews,DAL,31,63,20,43,33.8,111,2.7,8.5,12.2,1.2,24.1,0.3,9.5,10.1,7.9,10.3,30.5,0.056
463,Tyson Chandler,PHX,35,46,15,31,25,111.1,6.2,24.1,34.8,0.3,10.7,0.6,27,10.1,7,8.3,23.4,0.04
464,DeAndre Liggins,NOP,30,58,34,24,12.5,111.2,1.2,10,15.6,0.6,28.9,0.2,17.1,3.9,2.8,2.9,12.1,0.019
465,Cristiano Felicio,CHI,25,55,13,42,17.8,111.2,2.7,15.8,22,0.3,10.5,0.2,18.3,6.6,4.2,4.1,15.9,0.028
466,Chris McCullough,WAS,23,19,11,8,4.7,111.2,0.9,18.8,28.1,0,0,0.3,71.4,1.5,1.4,1.6,4,0.008
467,Bogdan Bogdanovic,SAC,25,78,26,52,27.9,111.2,2.5,9.4,13.8,0.9,21,0.2,9,9.2,6.5,7.1,24.7,0.044
468,Jason Smith,WAS,32,33,15,18,8.6,111.3,1.1,12.2,17.5,0.1,8.3,0.4,44.8,3.6,2.9,2.4,7.6,0.014
469,Kevin Love,CLE,29,59,37,22,28,111.3,7.5,27.4,38.7,0.7,16.9,0.4,20.3,10.3,7.1,6.8,27.8,0.043
470,James Webb III,BKN,24,10,1,9,12,111.3,1.6,13.8,18.8,0.1,6.7,0,0,4.2,3.6,3.3,12.2,0.018
471,Taurean Prince,ATL,24,82,24,58,30,111.4,4.1,13.8,20.3,1,20.7,0.5,18.1,11.8,8.2,8.5,28.7,0.047
472,Ben McLemore,MEM,25,56,7,49,19.5,111.4,1.9,10.1,15,0.7,21.7,0.3,13.5,8.5,4.8,6.2,17.4,0.031
473,Jonathon Simmons,ORL,28,69,21,48,29.4,111.4,2.6,8.7,13,0.8,19.3,0.2,7.6,11.3,7.8,7.6,30.6,0.045
474,Bismack Biyombo,ORL,25,82,25,57,18.2,111.4,4,20.9,33.3,0.3,10.1,1.2,52.5,7.1,5.7,5,18.3,0.027
475,Enes Freedom,NYK,26,71,27,44,25.8,111.5,7.1,27.9,40.3,0.5,14.4,0.5,23,9.7,6.5,7.4,24.8,0.039
476,Emmanuel Mudiay,NYK,22,64,29,35,19.4,111.5,2,9.9,14.7,0.6,23.8,0.2,8.3,8.5,5.1,5.3,18.9,0.03
477,Luke Kornet,NYK,22,20,6,14,16.3,111.5,2.7,15.8,24,0.3,13.3,0.8,50,5.3,5.9,3.7,16.3,0.025
478,Austin Rivers,LAC,25,61,30,31,33.7,111.6,1.9,5.8,8.5,1.2,23.3,0.3,9.2,11.9,8.7,11.1,32.7,0.048
479,Chandler Parsons,MEM,29,36,12,24,19.2,111.7,2.1,11.7,17.2,0.5,19.4,0.3,17.7,7,4.5,5.2,17.9,0.028
480,George Hill,CLE,32,67,28,39,27,111.8,2.1,8.1,11.6,0.9,21.7,0.4,17.9,8.6,6.6,6.7,24.8,0.037
481,De'Aaron Fox,SAC,20,73,24,49,27.7,111.8,2.3,8.7,12.9,1,21.1,0.3,12.3,9.5,7,7.7,25.2,0.04
482,Dennis Schroder,ATL,24,67,21,46,31,111.8,2.4,8.1,12.1,1.1,19.6,0.1,2.9,11.8,8.7,8.7,30.1,0.043
483,Troy Williams,NYK,23,21,7,14,14.6,112,2,13.7,20.3,1,40,0.2,13.8,5.9,3.7,4.2,15.7,0.021
484,LeBron James,CLE,33,82,50,32,36.9,112.1,7.5,20.1,29.1,1.4,26,0.9,28.9,12.6,9.7,9.1,36.2,0.049
485,Meyers Leonard,POR,26,33,17,16,7.7,112.1,1.8,25.1,33.7,0.2,18.9,0,0,3.2,1.6,2.2,6.2,0.01
486,Devin Booker,PHX,21,54,16,38,34.5,112.2,4,11.2,16.4,0.9,17.3,0.3,7.7,14.2,9.3,11.6,33.9,0.046
487,Aaron Harrison,DAL,23,9,2,7,25.9,112.2,2.2,9.1,13.2,1,29,0.2,9.1,7.2,6.7,7.2,25.3,0.034
488,T.J. Warren,PHX,24,65,18,47,33,112.2,3.2,9.3,13.9,1,22.8,0.6,17.9,13.1,9.5,10.7,33.6,0.042
489,John Holland,CLE,29,24,17,7,7.3,112.3,0.8,10.4,15.9,0.3,28,0.1,12.5,2.9,2,1.7,7.6,0.009
490,D'Angelo Russell,BKN,22,48,16,32,25.7,112.4,3.3,12.2,18.6,0.8,20.3,0.4,11.8,9.9,8.2,7.5,28.5,0.033
491,Malik Monk,CHA,20,63,26,37,13.5,112.6,0.9,6.9,9.7,0.3,16.5,0.1,14.1,4.6,3,3.5,13.8,0.016
492,Jamal Crawford,MIN,38,80,45,35,20.7,112.8,1,5,7.6,0.5,15.9,0.1,6.6,7.2,5.8,5.6,20.8,0.023
493,D.J. Wilson,MIL,22,22,12,10,3.2,112.9,0.4,15.7,21.6,0.1,18.8,0,20,1.1,0.7,0.7,3.1,0.004
494,T.J. Leaf,IND,21,53,31,22,8.7,113.1,1,11.9,18.2,0.1,7.7,0.1,12.5,2.6,2.5,2.2,9.1,0.009
495,Tristan Thompson,CLE,27,53,27,26,20.2,113.2,4.3,21,28.7,0.3,11.6,0.3,24.6,7.7,4.4,5.8,20.2,0.02
496,JR Smith,CLE,32,80,49,31,28.1,113.2,2.6,9.2,13.5,0.9,20.9,0.1,6.6,10,7.7,6.9,28.5,0.028
497,Jameel Warney,DAL,24,3,1,2,9,113.2,1.7,20,25,0,0,0,0,1.3,0.7,0.7,6.7,0.009
498,Troy Daniels,PHX,26,79,20,59,20.5,113.3,1.5,6.9,10.5,0.3,11.9,0.1,3.8,8.4,5.6,5.6,20.3,0.02
499,Scotty Hopson,DAL,28,1,0,1,8.4,113.6,0,0,0,0,0,0,0,4,2,7,18,0.009
499,Xavier Munford,MIL,26,6,2,4,3.5,113.6,0,0,0,0.2,50,0,0,0.8,0.8,0.8,3.3,0.003
501,Xavier Rathan-Mayes,MEM,24,5,0,5,23.6,113.7,1,5.3,8.5,1.2,27.3,0.6,27.3,11.8,7.8,7.6,21.6,0.021
502,Jonathan Gibson,BOS,30,4,2,2,10,113.8,0.8,7.1,10,0,0,0,0,3,3,1.5,12.5,0.009
503,Derrick Rose,MIN,29,25,15,10,16.8,113.9,0.9,5.3,8.2,0.3,10.8,0.2,11.4,6.9,5,5,19.4,0.014
504,Alfonzo McKinnie,TOR,25,14,13,1,3.8,114,0.4,9.8,17.1,0.1,10,0.1,20,1.1,1.6,0.4,3.7,0.003
505,Georgios Papagiannis,POR,20,17,3,14,7.2,114.2,1.4,21.6,31.6,0.2,17.4,0.4,60,2.4,1.9,1,7.8,0.005
506,Zach LaVine,CHI,23,24,9,15,27.3,114.7,3.5,13.8,18.4,1,23.3,0.2,8.9,9.4,5.5,6.5,27.5,0.015
507,Zach Randolph,SAC,36,59,18,41,25.6,114.7,5.1,21.5,30.4,0.7,18.1,0.2,9.5,9.3,5.9,8.2,23.3,0.014
508,Monte Morris,DEN,23,3,2,1,8.4,114.8,0.7,8,12.5,1,50,0,0,2,4.3,1,5.3,0.004
509,Isaiah Thomas,LAL,29,32,15,17,26.9,114.8,1.6,5.6,8.1,0.5,12.2,0.1,4.5,10.7,7.9,8.1,29.8,0.013
510,Ante Zizic,CLE,21,32,21,11,6.7,114.9,1.1,17.9,25.5,0.1,7.4,0.4,61.9,2.6,1.7,1.4,6.9,0.003
511,Jahlil Okafor,BKN,22,28,7,21,12.6,115.2,2.3,19,27.1,0.1,8.1,0.6,56.3,5.5,3.5,2.8,12.7,0.005
512,Trey Burke,NYK,25,36,10,26,21.8,115.3,1.6,7.4,11.4,0.7,22.9,0.1,4.8,6.9,6.8,4.6,21.8,0.008
513,Bobby Brown,HOU,33,20,17,3,5.7,115.5,0.4,6.1,8.4,0.2,22.2,0,0,2.5,0.8,1.3,5.2,0.002
514,Elfrid Payton,PHX,24,63,13,50,28.7,115.6,3.3,11.7,17.3,1.3,28.1,0.3,11.6,11,8.2,8.2,31.5,0.007
515,Aaron Brooks,MIN,33,32,19,13,5.9,115.7,0.3,5.7,8.2,0.2,20.7,0,0,2.4,1.7,1.1,5.1,0.001
516,MarShon Brooks,MEM,29,7,2,5,27.5,115.7,1.9,7.7,12.1,1.6,26.8,0.4,21.4,8.9,7.3,9.4,27.7,0.006
517,Shabazz Muhammad,MIL,25,43,25,18,9.7,115.7,1.2,13.6,20.4,0.2,12.2,0.1,10,3.1,3.2,2.7,10.7,0.002
518,Alex Poythress,IND,24,25,10,15,4.2,115.8,0.4,10.2,18.2,0.1,21.4,0,11.1,0.8,1.3,1.1,4.8,0.001
519,Jalen Jones,DAL,25,16,3,13,11.3,115.9,1.6,15.4,22.7,0.3,27.8,0.1,5.9,3.7,2.4,3.1,10.4,0.002
520,Adreian Payne,ORL,27,5,0,5,8.5,115.9,1.4,22.6,36.8,0.4,25,0,0,3,3.2,2.6,8.4,0.001
521,Omari Johnson,MEM,29,4,1,3,18.8,116,1.8,10.3,15.9,0.5,13.3,0,0,7.5,6,9.3,16,0.003
522,Kendrick Perkins,CLE,33,1,0,1,14.5,116.1,1,9.1,12.5,1,20,0,0,6,5,5,16,0.002
523,Josh Gray,PHX,24,5,0,5,17.3,116.7,1.6,10.4,14.3,1.6,57.1,0.4,22.2,7,3.4,5.4,16,-0.001
524,Kobi Simmons,MEM,20,32,6,26,20.1,117.7,1.1,6.2,9.1,0.6,18.6,0.2,8.3,8.5,5.3,6.8,19.9,-0.007
525,Marquis Teague,MEM,25,3,0,3,24.6,117.7,1.7,7.2,11.9,1.3,33.3,0,0,11,5,7.7,23.3,-0.009
526,Markel Brown,HOU,26,4,4,0,7.9,118.8,1,10.8,19,0,0,0,0,2.5,3.8,1.5,8.5,-0.005
527,Jeremy Lin,BKN,29,1,0,1,25.2,119,0,0,0,0,0,0,0,13,11,24,36,-0.024
528,Furkan Korkmaz,PHI,20,14,11,3,5.7,119.8,0.6,12.3,17.3,0.1,18.2,0.1,10,2.2,0.8,1.6,6.6,-0.006
529,Briante Weber,MEM,25,18,8,10,13.1,121,1.5,13,18.4,1,48.6,0.3,20,4.5,3.3,4.7,14.1,-0.019
530,London Perrantes,CLE,23,14,8,6,4.7,122,0.2,6.4,8.6,0.1,25,0.1,50,1.9,1,1.4,5.6,-0.008
531,Jeremy Evans,ATL,30,1,0,1,5.4,123.1,0,0,0,0,0,0,0,5,4,2,6,-0.013
532,Walt Lemon Jr.,NOP,25,5,4,1,7,123.5,0.4,6.5,9.5,0,0,0.2,25,1.4,2,3.6,10.8,-0.016
533,Jordan Crawford,NOP,29,5,3,2,10.7,125.2,0.4,3.6,5.6,0.2,25,0.2,16.7,5.6,4.6,4.2,15.2,-0.031
534,David Stockton,UTA,27,3,3,0,3.1,127.3,0,0,0,0,0,0,0,2.7,0,1.3,3.3,-0.012
535,Erik McCree,UTA,24,4,4,0,1.9,127.8,0.3,20,33.3,0.3,33.3,0,0,1,0.5,0.5,3.5,-0.008
536,Ike Anigbogu,IND,19,11,5,6,2.7,130.2,0.4,13.8,26.7,0.1,50,0.3,75,0.5,0.9,1.2,5.3,-0.012
537,Trey McKinney-Jones,IND,27,1,1,0,1.2,133.3,0,0,0,0,0,0,0,0,0,0,2,-0.008
538,Edmond Sumner,IND,22,1,0,1,2.2,160,1,50,100,0,0,0,0,0,0,3,4,-0.033
539,Ben Moore,IND,23,2,1,1,4.6,175,0.5,16.7,33.3,0,0,0,0,4,1,9.5,4,-0.087
540,Tyler Lydon,DEN,22,1,1,0,2.2,225,0,0,0,0,0,0,0,0,2,3,4,-0.064
