,Name,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
261,Steven Adams,NOP,27,58,26,32,27.7,7.6,3.3,5.3,61.4,0,0.1,0,1,2.3,44.4,3.7,5.2,8.9,1.9,1.3,0.9,0.7,1.9,24.5,13,1,0.3
262,Edmond Sumner,IND,25,53,23,30,16.2,7.5,2.8,5.3,52.5,0.7,1.7,39.8,1.3,1.6,81.9,0.3,1.4,1.8,0.9,1,0.6,0.2,1.7,12.5,0,0,-0.6
263,Patrick Beverley,LAC,32,37,25,12,22.5,7.5,2.5,5.9,42.3,1.5,3.8,39.7,1,1.2,80,0.8,2.4,3.2,2.1,0.9,0.8,0.8,2.9,18.2,0,0,4
264,Malachi Flynn,TOR,23,47,21,26,19.7,7.5,2.7,7.2,37.4,1.1,3.6,32.1,1,1.2,80.4,0.2,2.3,2.5,2.9,0.9,0.8,0.1,1.4,16.8,1,0,-2.1
265,Henry Ellenson,TOR,24,2,0,2,19.2,7.5,2.5,7,35.7,1,4.5,22.2,1.5,2,75,1.5,4.5,6,2.5,0,0,0,3.5,18.5,0,0,3.5
266,Jaxson Hayes,NOP,21,60,24,36,16.1,7.5,2.9,4.7,62.5,0.1,0.2,42.9,1.6,2,77.5,1.5,2.8,4.3,0.6,0.7,0.4,0.6,1.7,16,0,0,-0.4
267,DeAndre Jordan,BKN,32,57,37,20,21.9,7.5,3.3,4.4,76.3,0,0,0,0.8,1.6,50,2.1,5.4,7.5,1.6,1.5,0.3,1.1,2,21.7,6,0,-0.7
268,JJ Redick,DAL,37,44,22,22,16.4,7.4,2.4,6.1,39.7,1.5,4,37.1,1.1,1.2,94.2,0.1,1.4,1.5,1.2,0.8,0.3,0.1,1.1,11.1,0,0,0
269,Jalen Harris,TOR,22,13,3,10,13.2,7.4,2.8,5.5,50,1.3,2.8,47.2,0.5,0.7,77.8,0.2,1.2,1.4,1.3,1.1,0.6,0,1.2,11.8,0,0,-0.1
270,Jalen McDaniels,CHA,23,47,18,29,19.2,7.4,2.8,6,46.8,0.7,2.2,33.3,1,1.4,70.3,1,2.6,3.6,1.1,1,0.6,0.4,2,15.4,2,0,-3.8
271,Louis King,SAC,22,6,3,3,14.2,7.3,2.8,5.7,50,0.7,1.8,36.4,1,1,100,0.8,2.2,3,1.5,0.7,1.2,0.5,1.5,17.5,0,0,-0.5
272,JaVale McGee,DEN,33,46,21,25,14.7,7.3,3.1,6.1,51.1,0.1,0.5,20.8,1,1.5,65.7,1.7,3.5,5.2,0.8,1.3,0.4,1.2,2.6,18.3,1,0,-1.9
273,James Johnson,NOP,34,51,21,30,20.5,7.2,2.9,6.4,44.6,0.6,2.4,25.8,0.9,1.5,59.2,0.6,2.8,3.5,1.9,1.1,0.8,0.8,2.4,18.1,0,0,-2.5
274,Juancho Hernangomez,MIN,25,52,19,33,17.3,7.2,2.5,5.8,43.5,1.1,3.2,32.7,1.2,1.9,61.9,0.9,3.1,3.9,0.7,0.5,0.4,0.1,1,13.9,0,0,-1.4
275,Justin Jackson,MIL,26,34,12,22,17,7.2,2.6,6.5,40.3,1.1,3.4,30.8,0.9,1.1,83.8,0.5,1.8,2.3,1.5,0.9,0.4,0.1,0.9,12.8,0,0,-1.2
276,Aaron Holiday,IND,24,66,30,36,17.8,7.2,2.6,6.6,39,1,2.8,36.8,1,1.3,81.9,0.2,1.1,1.3,1.9,1,0.7,0.2,1.4,13.3,1,0,0
277,Khem Birch,TOR,28,67,23,44,22.8,7.2,2.8,5.7,49.7,0.2,0.8,25,1.4,1.9,70.5,2.6,3.2,5.8,1.3,0.7,0.7,0.7,1.7,19.8,6,0,-1.9
278,Kent Bazemore,GSW,31,67,35,32,19.9,7.2,2.6,5.9,44.9,1.1,2.7,40.8,0.8,1.2,69.2,0.4,3,3.4,1.6,1.2,1,0.5,2.4,17,1,0,2.5
279,Tony Bradley,OKC,23,42,15,27,16.3,7.1,3.1,4.7,66.5,0,0.1,0,0.9,1.3,69.1,2,3.7,5.7,0.9,0.8,0.4,0.7,1.5,17.7,3,0,-0.4
280,Dewayne Dedmon,MIA,31,16,11,5,13.2,7.1,2.9,4.1,70.8,0.1,0.3,20,1.3,1.7,74.1,1.8,3.6,5.4,0.8,0.8,0.6,0.4,2.3,16.6,1,0,4.3
281,Maxi Kleber,DAL,29,50,31,19,26.8,7.1,2.3,5.5,42.2,1.7,4.2,41,0.7,0.7,91.9,0.9,4.3,5.2,1.4,0.6,0.5,0.7,2.1,18.3,0,0,2.7
282,Draymond Green,GSW,31,63,35,28,31.5,7,2.7,6,44.7,0.5,2,27,1.1,1.4,79.5,0.9,6.2,7.1,8.9,3,1.7,0.8,3.1,33.4,17,6,3.8
283,Terance Mann,LAC,24,67,45,22,18.9,7,2.7,5.2,50.9,0.6,1.4,41.8,1.2,1.4,83,0.8,2.8,3.6,1.6,0.6,0.4,0.2,1.9,15,2,0,0.5
284,Daniel Gafford,WAS,22,54,31,23,14.7,7,2.9,4.2,68.4,0,0,0,1.3,2,66.7,1.7,2.5,4.3,0.5,0.8,0.5,1.4,1.8,17.8,2,0,0.9
285,Ignas Brazdeikis,ORL,22,13,3,10,19.1,7,2.7,6.4,42.2,0.8,2.2,39.3,0.8,1.1,71.4,0.8,2.6,3.5,1.3,0.9,0.3,0.2,1.7,13.8,0,0,-2.1
286,Royce O'Neale,UTA,28,71,51,20,31.6,7,2.5,5.5,44.4,1.5,3.9,38.5,0.5,0.6,84.8,1.2,5.6,6.8,2.5,1.2,0.8,0.5,2.6,21.6,3,0,6.6
287,Dwight Howard,PHI,35,69,46,23,17.3,7,2.6,4.4,58.7,0.1,0.3,25,1.8,3,57.6,2.8,5.7,8.4,0.9,1.6,0.4,0.9,2.9,20.8,12,0,-1
288,Georges Niang,UTA,28,72,52,20,16,6.9,2.5,5.6,43.7,1.7,4.1,42.5,0.3,0.3,95.7,0.4,2.1,2.4,0.8,0.7,0.3,0.1,1.6,11.8,1,0,4.9
289,R.J. Hampton,ORL,20,51,20,31,17.4,6.9,2.7,6.1,43.5,0.5,1.7,31,1.1,1.6,67.1,0.6,2.9,3.5,1.7,1,0.4,0.2,1.2,14.5,3,0,-5.6
290,Moritz Wagner,ORL,24,45,19,26,16,6.9,2.3,5.1,45.4,0.7,2,34.1,1.6,1.9,81.6,0.6,2.6,3.2,1.1,1,0.6,0.4,2.4,14.4,1,0,-3.2
291,Justise Winslow,MEM,25,26,13,13,19.5,6.8,2.8,8.1,35.2,0.4,2.1,18.5,0.8,1.3,57.1,0.7,3.8,4.5,1.9,1.4,0.6,0.5,1.8,16.9,1,0,-3
292,Derrick Jones Jr.,POR,24,58,32,26,22.7,6.8,2.5,5.2,48.4,0.7,2.3,31.6,1,1.6,64.8,1.3,2.2,3.5,0.8,0.6,0.6,0.9,2.2,16.4,0,0,-1.1
293,Gorgui Dieng,SAS,31,38,14,24,14.5,6.8,2.2,4.3,52.1,0.8,1.8,42.9,1.5,1.8,86.6,1.1,2.6,3.7,1.3,0.8,0.7,0.4,1.5,15.6,0,0,-1.8
294,Pat Connaughton,MIL,28,69,44,25,22.8,6.8,2.4,5.6,43.4,1.5,3.9,37.1,0.4,0.6,77.5,0.9,3.9,4.8,1.2,0.5,0.7,0.3,1.4,17,0,0,3.2
295,Jaden McDaniels,MIN,20,63,18,45,24,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60,0.8,2.9,3.7,1.1,0.7,0.6,1,2.7,16.7,0,0,-1.6
296,Killian Hayes,DET,19,26,6,20,25.8,6.8,2.7,7.7,35.3,0.8,2.8,27.8,0.5,0.7,82.4,0.2,2.4,2.7,5.3,3.2,1,0.4,2.2,19,0,0,-5
297,Jeff Teague,MIL,33,55,27,28,17.3,6.7,2.2,5.2,43.3,0.7,1.5,43.9,1.6,1.9,84.8,0.3,1.3,1.6,2.4,1.2,0.6,0.2,1,13.6,0,0,1
298,Ish Smith,WAS,32,44,23,21,21,6.7,2.9,6.8,43.4,0.4,1.1,36.7,0.4,0.8,57.6,0.5,2.9,3.4,3.9,0.9,0.7,0.3,1.4,18.8,0,0,1.2
299,Damyean Dotson,CLE,27,46,14,32,19.7,6.7,2.6,6.4,40.6,1,3.5,28.9,0.5,0.8,66.7,0.1,1.9,2,2,0.9,0.3,0.1,0.9,12.5,0,0,-4.7
299,Dennis Smith Jr.,DET,23,23,7,16,18.3,6.7,2.5,6.3,40,0.8,2.5,32.8,0.8,1.1,73.1,0.5,1.9,2.4,3.3,1.1,1,0.6,1.6,18.3,1,1,-0.8
301,Markieff Morris,LAL,31,61,32,29,19.7,6.7,2.5,6.2,40.5,1.1,3.4,31.1,0.6,0.8,72,0.8,3.6,4.4,1.2,0.9,0.4,0.3,1.7,14.8,2,0,0.3
302,Abdel Nader,PHX,27,24,16,8,14.8,6.7,2.4,4.8,49.1,0.8,1.8,41.9,1.2,1.5,75.7,0.3,2.3,2.6,0.8,0.8,0.4,0.4,1.4,12.5,0,0,1.2
302,Spencer Dinwiddie,BKN,28,3,2,1,21.4,6.7,2,5.3,37.5,0.7,2.3,28.6,2,2,100,0,4.3,4.3,3,1.7,0.7,0.3,1.3,17.7,0,0,14
304,Trey Burke,DAL,28,62,35,27,14.7,6.6,2.4,5.7,42.8,0.9,2.6,35.4,0.8,0.9,89.5,0.2,0.7,0.9,1.3,0.5,0.6,0.1,1,11.2,0,0,0.2
305,Nic Claxton,BKN,22,32,23,9,18.6,6.6,2.8,4.5,62.1,0,0.2,20,1,2,48.4,1.3,3.8,5.2,0.9,0.6,0.7,1.3,2.1,19.5,1,0,4.9
306,Xavier Tillman,MEM,22,59,31,28,18.4,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.8,0.7,0.6,2,16.9,2,0,0.6
307,Alex Len,WAS,28,64,30,34,15.3,6.6,2.7,4.3,61.5,0.1,0.4,32,1.1,1.8,62.9,1.2,2.8,4.1,0.8,0.9,0.3,1,2,15.7,2,0,-1.5
308,Frank Kaminsky,PHX,28,47,33,14,15.2,6.6,2.6,5.5,47.1,0.7,1.8,36.5,0.8,1.3,61.7,0.8,3.2,4,1.7,0.5,0.3,0.4,1.5,15.4,2,0,1.2
309,Denzel Valentine,CHI,27,62,26,36,16.7,6.5,2.5,6.7,37.3,1.3,3.9,33.1,0.3,0.3,94.1,0.4,2.8,3.2,1.7,0.7,0.5,0.1,1.1,14,0,0,0.7
310,Damion Lee,GSW,28,57,28,29,18.9,6.5,2.2,4.8,46.7,1.4,3.4,39.7,0.7,0.8,90.9,0.4,2.8,3.2,1.3,0.5,0.7,0.1,1.6,14.1,0,0,0.7
311,Nemanja Bjelica,MIA,33,37,16,21,16.1,6.5,2.4,5.3,45.4,0.7,2.3,31.8,1,1.4,72.5,0.8,2.6,3.4,1.9,0.9,0.4,0.1,1.8,14.2,0,0,-1.8
312,Marquese Chriss,GSW,23,2,0,2,13.4,6.5,2.5,7,35.7,0.5,2.5,20,1,2,50,1.5,5,6.5,1,1,0,1,1.5,17.8,0,0,-12.5
313,Chasson Randle,ORL,28,41,10,31,20.4,6.5,2.2,5.8,38.8,1.1,3.2,33.8,0.9,1.2,79.2,0.2,1.8,2,1.8,1.1,0.5,0.1,1.6,12.4,0,0,-6.5
314,Avery Bradley,HOU,30,27,6,21,22.3,6.4,2.4,6.3,37.4,1.2,3.7,32.7,0.4,0.6,80,0.3,1.8,2.1,1.7,1,0.8,0.1,2,13.1,0,0,-4.9
315,Alex Caruso,LAL,27,58,32,26,21,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,0.5,2.4,2.9,2.8,1.3,1.1,0.3,1.9,16.8,0,0,2.1
315,Timothe Luwawu-Cabarrot,BKN,26,58,38,20,18.1,6.4,2.2,6.1,36.5,1.3,4.1,31.4,0.6,0.7,81.4,0.5,1.7,2.2,1.2,0.7,0.6,0.1,1.7,12.1,0,0,-0.4
317,Kira Lewis Jr.,NOP,20,54,23,31,16.7,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,0.2,1.1,1.3,2.3,0.6,0.7,0.2,1.6,13.4,0,0,0.4
318,Deni Avdija,WAS,20,54,25,29,23.3,6.3,2.4,5.8,41.7,1,3.1,31.5,0.5,0.8,64.4,0.4,4.4,4.9,1.2,0.6,0.6,0.3,2.6,15.9,2,0,-1.5
319,Tyus Jones,MEM,25,70,36,34,17.5,6.3,2.5,5.9,43.1,0.6,2,32.1,0.6,0.6,91.1,0.3,1.7,2,3.7,0.7,0.9,0.1,0.4,16.6,2,0,-1.2
320,Chimezie Metu,SAC,24,36,14,22,13.6,6.3,2.5,5,50.8,0.4,1,35.1,0.9,1.2,72.1,0.9,2.3,3.1,0.8,0.8,0.4,0.5,1.6,13,0,0,-1.6
321,Frank Mason III,ORL,27,4,1,3,19.8,6.3,2.3,6,37.5,0.5,1.3,40,1.3,1.8,71.4,0.8,2.3,3,3,1.3,0,0,1.8,13.1,0,0,-4.8
322,Robert Franks,ORL,24,7,0,7,14.4,6.1,1.9,4,46.4,0.7,2.1,33.3,1.7,1.9,92.3,0.9,1.1,2,0.7,0.3,0.4,0.4,1.1,11.9,0,0,-3.6
323,Aron Baynes,TOR,34,53,20,33,18.5,6.1,2.5,5.7,44.1,0.5,1.9,26.2,0.5,0.8,70.7,1.6,3.5,5.2,0.9,0.9,0.3,0.4,2.2,15,2,0,-1.5
324,Jaylen Hoard,OKC,22,19,1,18,16.8,6.1,2.3,4.6,50,0,0.6,0,1.5,2.2,68.3,1.1,2.3,3.4,1.3,0.9,0.7,0.3,1,14.1,0,0,-3.3
325,Facundo Campazzo,DEN,30,65,43,22,21.9,6.1,1.8,4.8,38.1,1.2,3.3,35.2,1.2,1.4,87.9,0.3,1.7,2.1,3.6,1.1,1.2,0.2,2,17.1,1,0,1.2
326,Max Strus,MIA,25,39,14,25,13,6.1,2.2,4.8,45.5,1.3,3.8,33.8,0.4,0.6,66.7,0.1,0.9,1.1,0.6,0.2,0.3,0.1,1.1,9,0,0,-1
327,Dakota Mathias,PHI,25,8,4,4,15.4,6,2.4,6,39.6,1,3.3,30.8,0.3,0.8,33.3,0.1,0.8,0.9,1.6,0.1,0.1,0.4,0.9,10.9,0,0,-3.9
328,Dean Wade,CLE,24,63,19,44,19.2,6,2.1,4.9,43.1,1.2,3.4,36.6,0.5,0.6,76.9,0.6,2.8,3.4,1.2,0.5,0.6,0.3,1.2,14,1,0,-3.5
329,Dwight Powell,DAL,29,58,36,22,16.6,5.9,2.1,3.3,61.9,0.1,0.4,23.8,1.7,2.1,78.2,1.4,2.7,4,1.1,0.7,0.6,0.5,2.3,15.1,1,0,1.3
330,Drew Eubanks,SAS,24,54,21,33,14,5.8,2.1,3.8,56.6,0,0,100,1.4,2,72.6,1.4,3.1,4.5,0.8,0.8,0.3,0.9,1.6,15.2,3,0,-1.8
331,DeAndre' Bembry,TOR,26,51,23,28,19.1,5.7,2.3,4.5,51.3,0.3,1,26.4,0.9,1.3,68.2,0.6,2.2,2.9,2.1,1.4,1,0.4,1.7,15.1,0,0,0.1
332,Jordan Nwora,MIL,22,30,19,11,9.1,5.7,2.1,4.5,45.9,0.9,2.1,45.2,0.6,0.8,76,0.3,1.7,2,0.2,0.8,0.6,0.3,0.7,10.2,2,0,-0.1
333,Rodney McGruder,DET,29,16,3,13,12.1,5.7,2.3,4.4,52.9,0.7,1.5,45.8,0.4,0.5,75,0.5,0.9,1.4,1,0.4,0.5,0.1,0.8,10.1,0,0,-1.1
334,Juan Toscano-Anderson,GSW,28,53,28,25,20.9,5.7,2.3,3.9,57.9,0.7,1.7,40.2,0.4,0.6,71,0.5,3.9,4.4,2.8,1.2,0.8,0.5,2.1,17.9,0,0,1.8
335,Mychal Mulder,GSW,27,60,33,27,12.8,5.6,2,4.4,44.9,1.4,3.6,39.7,0.2,0.4,63.6,0.1,0.9,1,0.4,0.3,0.2,0.2,0.9,8.4,0,0,1.1
336,Donta Hall,ORL,23,13,3,10,13.8,5.6,1.9,2.7,71.4,0,0,0,1.8,2.6,67.6,1.8,2.9,4.8,0.8,0.6,0.4,0.8,1.4,15.5,1,0,-1.5
337,Yogi Ferrell,LAC,28,10,4,6,13.7,5.6,2,5.7,35.1,0.9,2.8,32.1,0.7,0.9,77.8,0.5,1.4,1.9,2.2,0.3,0.7,0.3,1.1,13.9,0,0,-0.1
338,Saben Lee,DET,22,48,14,34,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2,3.6,1.1,0.7,0.3,1.6,15.1,0,0,-1.9
339,Freddie Gillespie,TOR,24,20,7,13,19.6,5.6,2.2,4.2,52.4,0,0,0,1.2,1.7,69.7,2.1,2.8,4.9,0.5,0.6,0.7,1,2.2,16.4,0,0,-3.9
340,Anthony Lamb,HOU,23,24,3,21,17.3,5.5,1.9,4.9,39,1,3,32.4,0.8,0.9,85.7,1.1,1.8,2.9,1,0.8,0.3,0.2,1.4,11.1,0,0,-3.7
341,Jabari Parker,BOS,26,13,4,9,12.7,5.5,2.3,4.2,54.5,0.2,0.8,18.2,0.8,1,76.9,0.8,2.5,3.2,0.8,0.8,0.1,0.4,1,11.3,0,0,-1.1
342,Garrison Mathews,WAS,24,64,32,32,16.2,5.5,1.5,3.7,40.9,1.2,3.1,38.4,1.3,1.5,88.4,0.3,1.1,1.4,0.4,0.2,0.5,0.1,1.7,9.3,0,0,-2.1
343,Brad Wanamaker,CHA,31,61,29,32,17.3,5.5,1.9,4.9,38.5,0.3,1.4,18.8,1.5,1.7,89.1,0.3,1.4,1.7,2.9,1.2,0.7,0.2,1.5,13.3,0,0,-2.1
344,Devin Vassell,SAS,20,62,30,32,17,5.5,2,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,0.4,2.4,2.8,0.9,0.4,0.7,0.3,1.4,12.8,0,0,-1
345,Torrey Craig,PHX,30,50,33,17,16.1,5.5,2.2,4.5,48,0.8,2.1,36.8,0.3,0.4,77.3,1.1,2.8,3.9,1,0.5,0.6,0.5,1.7,14.5,2,0,-1.9
346,Derrick Favors,UTA,29,68,49,19,15.3,5.4,2.3,3.6,63.8,0,0,0,0.9,1.2,73.8,2,3.5,5.5,0.6,0.5,0.5,1,2.1,16.9,1,0,0.5
347,Justin Patton,HOU,24,13,1,12,19,5.4,2.2,5.4,41.4,0.7,2.6,26.5,0.2,0.3,75,1.1,2.7,3.8,1.1,0.3,0.9,1.1,2.6,17.2,0,0,-6.2
347,Tyler Johnson,BKN,29,39,29,10,17.5,5.4,1.8,4.7,39.3,1.2,3.4,36.4,0.5,0.5,85.7,0.2,1.8,2,1.2,0.4,0.4,0,1.1,10.2,0,0,1.2
349,Rajon Rondo,LAC,35,45,28,17,17.1,5.4,2.1,4.8,44.2,0.8,2,40.4,0.4,0.4,94.1,0.4,2,2.4,4.4,1.8,0.8,0.1,1.2,15.9,0,0,0.5
350,Jarred Vanderbilt,MIN,22,64,18,46,17.8,5.4,2.2,3.7,60.6,0,0.1,20,0.9,1.6,55.9,1.8,3.9,5.8,1.2,0.8,1,0.7,1.9,18.4,3,0,-0.8
351,Jahlil Okafor,DET,25,27,5,22,12.9,5.4,2.3,3.8,61.8,0.1,0.3,22.2,0.6,0.9,70.8,0.9,1.6,2.4,0.5,0.8,0.2,0.2,1.4,9.5,0,0,-3.1
352,Josh Okogie,MIN,22,59,21,38,20.3,5.4,1.7,4.3,40.2,0.5,1.8,26.9,1.4,1.8,76.9,1.1,1.6,2.6,1.1,0.7,0.9,0.5,2.1,13.6,0,0,-3.3
353,Taj Gibson,NYK,36,45,29,16,20.8,5.4,2.2,3.5,62.7,0.1,0.3,20,0.9,1.2,72.7,2.2,3.4,5.6,0.8,0.5,0.7,1.1,2.2,18.1,0,0,2.9
354,Tony Snell,ATL,29,47,29,18,21.1,5.3,1.9,3.6,51.5,1.3,2.3,56.9,0.2,0.2,100,0.4,2,2.4,1.3,0.4,0.3,0.2,1.6,11.1,0,0,1.4
355,Jarrett Culver,MIN,22,34,7,27,14.7,5.3,2,4.9,41.1,0.4,1.6,24.5,0.9,1.4,60.4,1,2.1,3.1,0.7,0.8,0.5,0.3,1.7,11.5,1,0,-3.9
356,Willie Cauley-Stein,DAL,27,53,29,24,17.1,5.3,2.2,3.4,63.2,0,0.2,9.1,0.9,1.5,62.8,1.2,3.2,4.5,0.7,0.5,0.4,0.8,2.4,14.7,1,0,2.6
357,Glenn Robinson III,SAC,27,23,9,14,16.1,5.3,1.8,4.3,42.4,0.7,1.9,36.4,0.9,1,91.3,0.5,1.5,2,0.9,0.5,0.2,0.1,1,9.3,0,0,-5.7
358,Mason Jones,PHI,22,32,10,22,10.5,5.3,1.6,3.8,42.3,0.8,2.1,36.4,1.3,2,62.5,0.2,1.5,1.7,1.3,0.9,0.2,0,0.8,9.1,0,0,-2.8
359,Maurice Harkless,SAC,28,37,16,21,20.9,5.2,1.9,4.5,41.8,0.6,2.3,27.4,0.9,1.2,76.7,0.4,2.1,2.4,1.2,0.6,0.8,0.5,2.3,13.4,0,0,-1.2
360,D.J. Wilson,HOU,25,35,13,22,12.4,5.2,1.9,4.8,40.5,0.9,2.5,34.5,0.5,0.7,68,0.6,2.6,3.2,0.7,0.6,0.3,0.5,1.3,11.7,1,0,-3
361,Alize Johnson,BKN,25,18,10,8,10.5,5.2,2.2,3.8,58.8,0.1,0.3,16.7,0.7,0.7,100,1.5,3.5,5,0.8,0.5,0.3,0.3,0.9,13.6,2,0,-1
362,Dylan Windler,CLE,24,31,11,20,16.5,5.2,1.8,4.2,43.8,0.8,2.5,33.8,0.7,0.9,77.8,0.6,2.8,3.5,1.1,1,0.6,0.4,1.2,12.9,1,0,-2
363,Patrick Patterson,LAC,32,38,26,12,15.3,5.2,1.9,4.3,43.6,1.1,2.9,35.7,0.3,0.4,76.5,0.5,1.5,2,0.8,0.3,0.4,0.2,1.2,10.1,0,0,0.6
364,Goga Bitadze,IND,21,45,19,26,12.5,5.1,1.8,4.3,42.8,0.4,1.8,25.3,1,1.4,73.8,1.3,2,3.3,0.8,0.4,0.2,1.3,2.1,14.6,0,0,-0.4
364,Jake Layman,MIN,27,45,12,33,13.9,5.1,2,4.1,49.5,0.5,1.7,29.5,0.6,0.8,70.3,0.3,1.2,1.5,0.6,0.6,0.6,0.4,1,10.5,0,0,-1.8
366,Isaiah Hartenstein,CLE,23,46,20,26,12.1,5.1,2,3.7,55,0,0.1,33.3,1,1.5,64.8,1.4,2.5,3.9,1.2,1,0.4,0.8,2.3,14.5,1,0,0
367,Sekou Doumbouya,DET,20,56,15,41,15.5,5.1,1.9,5,37.9,0.5,2.1,22.6,0.8,1.1,70.3,0.7,1.9,2.6,0.8,0.8,0.4,0.2,1.7,10.4,0,0,-2.4
368,Nerlens Noel,NYK,27,64,35,29,24.2,5.1,2.1,3.5,61.4,0,0,0,0.8,1.1,71.4,2.2,4.1,6.4,0.7,1,1.1,2.2,2.8,22.6,2,0,0
369,Marc Gasol,LAL,36,52,32,20,19.1,5,1.7,3.7,45.4,1,2.3,41,0.7,1,72,0.7,3.4,4.1,2.1,1,0.5,1.1,2.2,17,0,0,1.7
370,Jordan McLaughlin,MIN,25,51,15,36,18.4,5,2,4.7,41.3,0.6,1.8,35.9,0.5,0.6,76.7,0.4,1.7,2.1,3.8,1,1,0.1,0.9,15.6,0,0,-2.6
371,Bismack Biyombo,CHA,28,66,28,38,20.4,5,2.2,3.7,58.7,0,0,0,0.7,1.6,44.8,2.1,3.2,5.3,1.2,1.1,0.3,1.1,2.1,16.2,3,0,-4.2
372,Trey Lyles,SAS,25,23,10,13,15.6,5,1.9,3.9,47.8,0.6,1.7,35,0.7,1,65.2,0.4,3.3,3.7,0.6,0.3,0.3,0,0.6,11.1,1,0,-4.7
373,Precious Achiuwa,MIA,21,61,31,30,12.1,5,2,3.7,54.4,0,0,0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.7,0.3,0.5,1.5,11.4,3,0,-1.9
374,Caleb Martin,CHA,25,53,23,30,15.4,5,1.8,4.8,37.5,0.6,2.4,24.8,0.8,1.2,64.1,0.6,2.1,2.7,1.3,0.6,0.7,0.2,1.2,12.2,1,0,-1.9
375,E'Twaun Moore,PHX,32,27,20,7,14.4,4.9,2,4.5,45.5,0.4,1.3,31.4,0.4,0.5,85.7,0.5,1.1,1.7,1.5,0.9,0.6,0.2,1.2,10.5,0,0,0.3
376,Jerome Robinson,WAS,24,17,5,12,17.9,4.9,1.6,5.6,29.5,0.6,2.5,26.2,0.9,1.2,80,0.2,2,2.2,1.5,1.1,0.7,0.4,1.8,11.8,0,0,-5.9
377,Tyler Cook,DET,23,32,11,21,13.7,4.9,2.2,3.2,67,0,0.1,50,0.5,1.1,48.6,0.9,2.1,3,0.5,0.7,0.3,0.1,1.1,9.5,0,0,-1.1
378,Brandon Goodwin,ATL,25,47,25,22,13.2,4.9,1.8,4.7,37.7,0.7,2.2,31.1,0.6,0.9,65.1,0.2,1.3,1.5,2,0.8,0.4,0,0.9,10,0,0,-1.3
379,Gabe Vincent,MIA,25,50,27,23,13.1,4.8,1.8,4.7,37.8,0.9,3,30.9,0.4,0.5,87,0.2,0.9,1.1,1.3,0.7,0.4,0,1.6,8.9,1,0,-1.5
380,Wesley Matthews,LAL,34,58,33,25,19.5,4.8,1.5,4.3,35.3,1.1,3.4,33.5,0.6,0.7,85.4,0.3,1.3,1.6,0.9,0.4,0.7,0.3,1.4,10.5,0,0,0.7
381,Langston Galloway,PHX,29,40,29,11,10.9,4.8,1.7,3.7,44.9,0.9,2.1,42.4,0.6,0.6,95.7,0.2,0.9,1.1,0.7,0.3,0.2,0,0.6,7.3,0,0,0.9
382,Aaron Nesmith,BOS,21,46,22,24,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.5,0.3,0.2,1.9,9.9,0,0,-0.2
383,Troy Brown Jr.,CHI,21,34,10,24,15.4,4.7,1.8,4.2,43.1,0.6,2.1,31.4,0.4,0.6,71.4,0.6,2.5,3.1,0.9,0.6,0.3,0.2,1.4,10.5,0,0,0.8
384,Boban Marjanovic,DAL,32,33,14,19,8.2,4.7,1.9,3.7,50.8,0,0.2,12.5,0.9,1.2,81.6,1.4,2.5,3.9,0.3,0.4,0.1,0.2,0.9,10.2,3,0,0.7
385,Damian Jones,SAC,26,39,24,15,14,4.7,1.8,2.6,68,0,0.1,20,1.1,1.5,72.4,0.9,2.2,3.1,0.7,0.7,0.3,0.7,2,11.9,1,0,-1.7
386,Grant Williams,BOS,22,63,30,33,18.1,4.7,1.7,3.9,43.7,0.8,2,37.2,0.5,0.8,58.8,0.8,2.1,2.8,1,0.9,0.5,0.4,2.6,11.4,0,0,-0.8
387,Semi Ojeleye,BOS,26,56,28,28,17,4.6,1.6,3.9,40.3,1,2.8,36.7,0.4,0.6,75,0.6,2.1,2.6,0.7,0.4,0.3,0,1,9.3,0,0,0.1
388,JaKarr Sampson,IND,28,29,14,15,10.9,4.6,1.9,3.9,49.6,0.1,0.5,20,0.7,1,65.5,0.9,1.7,2.7,0.1,0.5,0.1,0.5,1.8,9.2,0,0,0.1
389,Nassir Little,POR,21,48,27,21,13.3,4.6,1.6,3.5,46.7,0.6,1.7,35,0.8,0.9,80,0.7,2,2.7,0.5,0.4,0.1,0.3,1.1,9.3,0,0,-0.8
390,Onyeka Okongwu,ATL,20,50,31,19,12,4.6,1.9,3,64.4,0,0.1,0,0.7,1.1,63.2,1.2,2,3.3,0.4,0.6,0.5,0.7,2,11.8,2,0,-1.8
