,CoachID,Name,NFL Coach Experience (thru 2023),College/Other Exp (thru 2023),Date of Birth,NFL Playing Exp,"Highest Pos NFL (1=HC, 2=Coord, 3=ST, Pos or Lower)",Highest Pos College / other Pro,# seasons as NFL Coordinator,Off/Def side of ball,1st Season as NFL HC,W,L,%,P_W,P_L,P_%,URL
1073,207508.0,"Horton, Ray",24.0,0.0,4/12/1960 0:00:00,10.0,2.0,,6.0,Def,,153.0,231.0,0.398,10.0,3.0,0.769,https://pro-football-history.com/coach/643/ray-horton-bio
1074,101962.0,"Brown, Ray",12.0,0.0,12/12/1962 0:00:00,20.0,3.0,,0.0,Off,,91.0,100.0,0.477,3.0,4.0,0.429,https://pro-football-history.com/coach/1163/ray-brown-bio
1075,302467.0,"Sheppard, Kelvin",3.0,1.0,1/2/1988 0:00:00,8.0,3.0,,0.0,,,24.0,26.0,0.48,2.0,1.0,0.667,https://pro-football-history.com/coach/13674/kelvin-sheppard-bio
1076,740677.0,"Washington, Lionel",12.0,0.0,10/21/1960 0:00:00,15.0,3.0,,0.0,Def,,105.0,87.0,0.547,3.0,5.0,0.375,https://pro-football-history.com/coach/1150/lionel-washington-bio
1077,331163.0,"Tucker, Jason",2.0,11.0,6/24/1976 0:00:00,3.0,3.0,WR,0.0,Off,,12.0,20.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/2532/jason-tucker-bio
1078,671575.0,"Petzing, Drew",10.0,3.0,3/12/1987 0:00:00,0.0,2.0,OLB,1.0,Off,,91.0,86.0,0.514,3.0,4.0,0.429,https://pro-football-history.com/coach/2423/drew-petzing-bio
1079,395369.0,"Sugarman, Andy",18.0,7.0,5/23/1972 0:00:00,0.0,3.0,AP,0.0,Off,,101.0,154.0,0.396,2.0,3.0,0.4,https://pro-football-history.com/coach/1733/andy-sugarman-bio
1080,909561.0,"Haslett, James",30.0,5.0,12/9/1955 0:00:00,8.0,1.0,HC,34.0,Def,2000.0,,,,,,,
1081,269867.0,"Girardi, David",6.0,8.0,,0.0,3.0,QB,0.0,Off,,74.0,24.0,0.755,15.0,3.0,0.833,https://pro-football-history.com/coach/12060/david-girardi-bio
1082,958933.0,"Fisher, Jimbo",0.0,26.0,10/9/1965 0:00:00,0.0,,HC,0.0,Off,,,,,,,,
1083,285329.0,"Moore, Kellen",6.0,0.0,7/5/1988 0:00:00,6.0,2.0,,5.0,Off,,53.0,46.0,0.535,2.0,3.0,0.4,https://pro-football-history.com/coach/12025/kellen-moore-bio
1084,172464.0,"Roberts, William",2.0,,8/5/1962 0:00:00,14.0,3.0,,0.0,,,17.0,15.0,0.531,0.0,0.0,0.0,https://pro-football-history.com/coach/11972/william-roberts-bio
1085,453351.0,"Capurro, Matt",20.0,1.0,,0.0,3.0,,0.0,,,10.0,6.0,0.625,0.0,1.0,0.0,https://pro-football-history.com/coach/12507/matt-capurro-bio
1086,943878.0,"Liburd, Daniel",8.0,2.0,8/19/1984 0:00:00,0.0,3.0,,0.0,,,,,,,,,
1087,762176.0,"Knighton, Terrance",2.0,3.0,7/4/1986 0:00:00,8.0,3.0,DL,0.0,,,12.0,22.0,0.353,0.0,0.0,0.0,https://pro-football-history.com/coach/13759/terrance-knighton-bio
1088,406496.0,"Myslinski, Tom",9.0,2.0,12/7/1968 0:00:00,7.0,3.0,,0.0,,,67.0,157.0,0.299,2.0,1.0,0.667,https://pro-football-history.com/coach/915/tom-myslinski-bio
1089,365335.0,"Feder, Ryan",9.0,1.0,1/1/1990 0:00:00,0.0,3.0,GA,0.0,,,75.0,55.0,0.576,4.0,5.0,0.444,https://pro-football-history.com/coach/13647/ryan-feder-bio
1090,538614.0,"Mahaffey, Ryan",3.0,8.0,11/28/1987 0:00:00,2.0,3.0,OC,0.0,Off,,30.0,21.0,0.588,1.0,2.0,0.333,https://pro-football-history.com/coach/13790/ryan-mahaffey-bio
1091,305188.0,"Ligashesky, Bob",12.0,19.0,6/2/1962 0:00:00,0.0,3.0,AHC,0.0,Off,,93.0,99.0,0.484,3.0,2.0,0.6,https://pro-football-history.com/coach/2144/bob-ligashesky-bio
1092,178907.0,"Foerster, Chris",29.0,11.0,8/12/1961 0:00:00,0.0,2.0,OL,1.0,Off,,249.0,238.0,0.511,12.0,15.0,0.444,https://pro-football-history.com/coach/943/chris-foerster-bio
1093,882117.0,"Levy, Marv",19.0,6.0,8/3/1925 0:00:00,0.0,1.0,HC,0.0,ST,1978.0,163.0,146.0,0.527,11.0,8.0,0.579,https://pro-football-history.com/coach/234/marv-levy-bio
1094,291290.0,"Young, Brian",16.0,1.0,7/8/1977 0:00:00,0.0,3.0,DL,0.0,Def,,150.0,93.0,0.617,8.0,7.0,0.533,https://pro-football-history.com/coach/2419/brian-young-bio
1095,893101.0,"Robiskie, Terry",39.0,0.0,11/12/1954 0:00:00,5.0,1.0,,8.0,Off,2000.0,300.0,315.0,0.488,8.0,13.0,0.381,https://pro-football-history.com/coach/339/terry-robiskie-bio
1096,362309.0,"Beake, Chip",6.0,1.0,5/27/1969 0:00:00,0.0,3.0,DC,0.0,Off,,75.0,69.0,0.521,0.0,2.0,0.0,https://pro-football-history.com/coach/2702/chip-beake-bio
1097,400276.0,"Rath, Ted",10.0,3.0,11/22/1983 0:00:00,0.0,3.0,GA,0.0,,,113.0,97.0,0.538,4.0,7.0,0.364,https://pro-football-history.com/coach/1041/ted-rath-bio
1098,994851.0,"Martinez, Mike",1.0,0.0,,0.0,3.0,,0.0,,,9.0,8.0,0.529,0.0,0.0,0.0,https://pro-football-history.com/coach/14194/mike-martinez-bio
1099,542231.0,"Pees, Matt",5.0,0.0,,0.0,3.0,,0.0,Def,,39.0,44.0,0.47,2.0,1.0,0.667,https://pro-football-history.com/coach/12024/matt-pees-bio
1100,196784.0,"Toub, Dave",23.0,15.0,6/1/1962 0:00:00,0.0,3.0,DL,0.0,ST,,243.0,127.0,0.657,23.0,13.0,0.639,https://pro-football-history.com/coach/1059/dave-toub-bio
1101,364319.0,"Merlino, Jay",8.0,2.0,,0.0,3.0,,0.0,,,,,,,,,
1102,103107.0,"Stretz, Grady",,,,,,,,,,4.0,12.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/2119/grady-stretz-bio
1103,431309.0,"Dorrell, Karl",14.0,16.0,12/18/1963 0:00:00,1.0,3.0,HC,0.0,Off,,108.0,132.0,0.45,1.0,3.0,0.25,https://pro-football-history.com/coach/890/karl-dorrell-bio
1104,802980.0,"Thompson, Darian",1.0,0.0,9/22/1993 0:00:00,6.0,3.0,,0.0,Def,,12.0,5.0,0.706,0.0,1.0,0.0,https://pro-football-history.com/coach/14034/darian-thompson-bio
1105,418528.0,John Van Dam,5.0,11.0,8/18/1984 0:00:00,0.0,3.0,WR,0.0,Off,,48.0,35.0,0.578,6.0,3.0,0.667,https://pro-football-history.com/coach/12881/john-van-dam-bio
1106,103064.0,"Davis, Wendel",5.0,9.0,8/16/1988 0:00:00,0.0,3.0,DL,0.0,Def,,56.0,27.0,0.675,3.0,4.0,0.429,https://pro-football-history.com/coach/12720/wendel-davis-bio
1107,930003.0,"Laveroni, Bill",6.0,24.0,7/20/1948 0:00:00,0.0,3.0,OL,0.0,Off,,67.0,45.0,0.598,4.0,5.0,0.444,https://pro-football-history.com/coach/1809/bill-laveroni-bio
1108,898765.0,"Evero, Ejiro",16.0,3.0,1/6/1981 0:00:00,1.0,2.0,AHC,2.0,DEF,,142.0,116.0,0.55,14.0,8.0,0.636,https://pro-football-history.com/coach/1320/ejiro-evero-bio
1109,529015.0,"Warren, Ty",1.0,3.0,2/6/1981 0:00:00,10.0,3.0,DL,0.0,Def,,5.0,11.0,0.312,0.0,0.0,0.0,https://pro-football-history.com/coach/13607/ty-warren-bio
1110,524030.0,"Lachance, Adam",9.0,0.0,,0.0,3.0,,0.0,,,73.0,74.0,0.497,0.0,3.0,0.0,https://pro-football-history.com/coach/13441/adam-lachance-bio
1111,633074.0,"Holman, Rodney",4.0,0.0,,0.0,3.0,,0.0,Off,,17.0,47.0,0.266,0.0,0.0,0.0,https://pro-football-history.com/coach/682/rodney-holman-bio
1112,213208.0,Marvin Marshall,2.0,0.0,,1.0,3.0,,0.0,Off,,15.0,17.0,0.469,0.0,1.0,0.0,https://pro-football-history.com/coach/1268/marvin-marshall-bio
1113,534190.0,David Lippincott,13.0,0.0,,0.0,3.0,,0.0,Def,,102.0,103.0,0.498,0.0,6.0,0.0,https://pro-football-history.com/coach/669/david-lippincott-bio
1114,504204.0,"Reveles, Miguel",6.0,11.0,1/1/1985 0:00:00,0.0,3.0,AHC,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,https://pro-football-history.com/coach/14270/miguel-reveles-bio
1115,638122.0,"Glover, La'Roi",11.0,1.0,7/4/1974 0:00:00,13.0,3.0,DL,0.0,Def,,61.0,114.0,0.349,0.0,0.0,0.0,https://pro-football-history.com/coach/3013/laroi-glover-bio
1116,364627.0,"Brown, Kippy",21.0,15.0,3/6/1955 0:00:00,0.0,2.0,HC,2.0,Off,,148.0,188.0,0.44,9.0,7.0,0.562,https://pro-football-history.com/coach/1068/kippy-brown-bio
1117,228128.0,"Fassel, John",19.0,6.0,1/10/1974 0:00:00,0.0,3.0,HC,0.0,ST,,156.0,150.0,0.51,3.0,6.0,0.333,https://pro-football-history.com/coach/2514/john-fassel-bio
1118,337183.0,"Williams, Greg",15.0,6.0,3/12/1976 0:00:00,0.0,3.0,DB,0.0,Def,,114.0,128.0,0.471,2.0,4.0,0.333,https://pro-football-history.com/coach/2495/greg-williams-bio
1119,470686.0,"Sutton, Bob",24.0,28.0,1/28/1951 0:00:00,0.0,2.0,HC,9.0,Def,,202.0,185.0,0.522,9.0,12.0,0.429,https://pro-football-history.com/coach/688/bob-sutton-bio
1120,537889.0,"Higgins, Kevin",4.0,21.0,12/1/1955 0:00:00,0.0,3.0,HC,0.0,Off,,16.0,48.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/2672/kevin-higgins-bio
1121,722795.0,"Kocurek, Kris",15.0,6.0,11/15/1978 0:00:00,2.0,3.0,AH,0.0,Def,,126.0,117.0,0.518,8.0,7.0,0.533,https://pro-football-history.com/coach/1039/kris-kocurek-bio
1122,866320.0,"Plank, Doug",2.0,6.0,3/3/1953 0:00:00,8.0,3.0,HC,0.0,Def,,9.0,7.0,0.562,2.0,1.0,0.667,https://pro-football-history.com/coach/11966/doug-plank-bio
1123,242422.0,"McCoy, Mike",21.0,0.0,4/1/1972 0:00:00,0.0,1.0,,6.0,Off,2013.0,153.0,170.0,0.474,8.0,7.0,0.533,https://pro-football-history.com/coach/1183/mike-mccoy-bio
1124,134491.0,"Rumph, Chris",4.0,8.0,12/21/1971 0:00:00,0.0,3.0,DL,0.0,Def,,30.0,37.0,0.448,0.0,1.0,0.0,https://pro-football-history.com/coach/13600/chris-rumph-bio
1125,275227.0,Tim McGarigle,1.0,12.0,10/25/1983 0:00:00,1.0,3.0,GA,0.0,Def,,7.0,9.0,0.438,0.0,0.0,0.0,https://pro-football-history.com/coach/3005/tim-mcgarigle-bio
1126,261306.0,"Hayes, Jay",21.0,11.0,3/3/1960 0:00:00,0.0,3.0,LB,0.0,Def,,166.0,151.0,0.523,1.0,8.0,0.111,https://pro-football-history.com/coach/638/jay-hayes-bio
1127,397405.0,"Asanovich, Mark",14.0,1.0,5/20/1953 0:00:00,0.0,3.0,,0.0,,,119.0,105.0,0.531,3.0,6.0,0.333,https://pro-football-history.com/coach/2123/mark-asanovich-bio
1128,252865.0,"Bollman, James",3.0,25.0,12/1/1954 0:00:00,0.0,3.0,AH,0.0,Off,,,,,,,,
1129,738220.0,"Shrift, Ron",6.0,3.0,,0.0,3.0,Strength Coach,0.0,ST,,75.0,40.0,0.652,2.0,5.0,0.286,https://pro-football-history.com/coach/11246/ron-shrift-bio
1130,671966.0,"Mueller, Randy",0.0,7.0,6/13/1961 0:00:00,0.0,3.0,DB,0.0,Off,,33.0,47.0,0.412,1.0,1.0,0.5,https://pro-football-history.com/coach/14150/randy-mueller-bio
1131,132068.0,"Byner, Earnest",10.0,0.0,9/15/1962 0:00:00,14.0,3.0,,0.0,Off,,75.0,85.0,0.469,1.0,3.0,0.25,https://pro-football-history.com/coach/2050/earnest-byner-bio
1132,115045.0,Leonard Hankerson,3.0,5.0,1/30/1989 0:00:00,5.0,3.0,WR,0.0,Off,,35.0,16.0,0.686,6.0,3.0,0.667,https://pro-football-history.com/coach/13736/leonard-hankerson-bio
1133,232145.0,"Jeberaeel, Mario",4.0,11.0,10/20/1986 0:00:00,0.0,3.0,OL,0.0,DEF,,34.0,33.0,0.507,1.0,1.0,0.5,https://pro-football-history.com/coach/13773/mario-jeberaeel-bio
1134,815298.0,"DeLeone, George",6.0,44.0,5/9/1948 0:00:00,0.0,3.0,HC,0.0,,,39.0,57.0,0.406,0.0,1.0,0.0,https://pro-football-history.com/coach/1247/george-deleone-bio
1135,111500.0,"Gase, Adam",16.0,6.0,3/29/1978 0:00:00,0.0,1.0,GA,3.0,Off,2016.0,129.0,159.0,0.448,3.0,5.0,0.375,https://pro-football-history.com/coach/1692/adam-gase-bio
1136,278367.0,"Neibel, A.J.",20.0,0.0,4/23/1976 0:00:00,0.0,3.0,ST,0.0,ST,,135.0,188.0,0.418,5.0,5.0,0.5,https://pro-football-history.com/coach/2652/aj-neibel-bio
1137,610536.0,"Sheridan, Justin",18.0,6.0,,0.0,3.0,AP,0.0,,,,,,,,,
1138,336291.0,"Floyd, Sharrif",1.0,0.0,5/28/1991 0:00:00,5.0,3.0,,0.0,Def,,12.0,5.0,0.706,0.0,1.0,0.0,https://pro-football-history.com/coach/14035/sharrif-floyd-bio
1139,610357.0,"Ash, Chris",3.0,23.0,12/24/1973 0:00:00,0.0,3.0,DC,0.0,Def,,17.0,34.0,0.333,0.0,0.0,0.0,https://pro-football-history.com/coach/13678/chris-ash-bio
1140,458562.0,"Escalante, Alonso",8.0,0.0,5/4/1987 0:00:00,0.0,3.0,,0.0,Def,,47.0,82.0,0.364,0.0,1.0,0.0,https://pro-football-history.com/coach/12038/alonso-escalante-bio
1141,750975.0,"Lofton, James",8.0,0.0,7/5/1956 0:00:00,16.0,3.0,,0.0,Off,,63.0,49.0,0.562,2.0,3.0,0.4,https://pro-football-history.com/coach/2699/james-lofton-bio
1142,708549.0,"Tanney, Alex",4.0,6.0,11/11/1987 0:00:00,9.0,3.0,QB,0.0,Off,,34.0,17.0,0.667,2.0,3.0,0.4,https://pro-football-history.com/coach/13743/alex-tanney-bio
1143,392971.0,"Carmichael, Pete",24.0,6.0,10/6/1971 0:00:00,0.0,2.0,QB,15.0,Off,,,,,,,,
1144,957016.0,"Wallace, Seneca",1.0,0.0,8/6/1980 0:00:00,10.0,3.0,,0.0,OFF,,,,,,,,
1145,449821.0,Joseph Fitzgerald,2.0,12.0,,0.0,3.0,QB,0.0,Off,,,,,,,,
1146,107113.0,"Ross, Kevin",18.0,3.0,1/16/1982 0:00:00,14.0,3.0,DB,0.0,Def,,158.0,116.0,0.576,11.0,8.0,0.579,https://pro-football-history.com/coach/2179/kevin-ross-bio
1147,195236.0,"Ungaro, Marcus",10.0,1.0,,0.0,3.0,DB,0.0,Def,,91.0,69.0,0.569,5.0,3.0,0.625,https://pro-football-history.com/coach/2416/marcus-ungaro-bio
1148,273507.0,"Handley, Ray",9.0,13.0,10/8/1944 0:00:00,0.0,1.0,OC,0.0,Off,1991.0,88.0,55.0,0.615,8.0,3.0,0.727,https://pro-football-history.com/coach/166/ray-handley-bio
1149,220576.0,"Reynolds, Gary",12.0,0.0,10/15/1966 0:00:00,0.0,3.0,GA,0.0,Off,,62.0,34.0,0.646,4.0,6.0,0.4,https://pro-football-history.com/coach/1148/gary-reynolds-bio
1150,814360.0,"Buckner, Brentson",14.0,2.0,9/30/1971 0:00:00,12.0,3.0,HC,0.0,Def,,130.0,96.0,0.575,4.0,6.0,0.4,https://pro-football-history.com/coach/2176/brentson-buckner-bio
1151,453729.0,"Beake, Chris",24.0,1.0,9/10/1972 0:00:00,0.0,3.0,GA,0.0,Def,,192.0,211.0,0.476,8.0,7.0,0.533,https://pro-football-history.com/coach/859/chris-beake-bio
1152,420605.0,Brian Belichick,8.0,0.0,,0.0,3.0,DB,0.0,Def,,79.0,52.0,0.603,8.0,3.0,0.727,https://pro-football-history.com/coach/11176/brian-belichick-bio
1153,562567.0,"Rison, Mose",2.0,22.0,7/22/1956 0:00:00,0.0,3.0,WR,0.0,Off,,49.0,47.0,0.51,5.0,2.0,0.714,https://pro-football-history.com/coach/11971/mose-rison-bio
1154,815548.0,"Bischoff, Andy",11.0,5.0,12/8/1970 0:00:00,0.0,3.0,ST,0.0,Off,,89.0,89.0,0.5,2.0,4.0,0.333,https://pro-football-history.com/coach/2159/andy-bischoff-bio
1155,475906.0,"Koch, Sam",2.0,0.0,8/13/1982 0:00:00,16.0,3.0,,0.0,ST,,23.0,11.0,0.677,1.0,2.0,0.333,https://pro-football-history.com/coach/13958/sam-koch-bio
1156,327942.0,"Flores, Brian",17.0,0.0,2/24/1981 0:00:00,0.0,1.0,,1.0,Def,2019.0,226.0,97.0,0.7,24.0,10.0,0.706,https://pro-football-history.com/coach/781/brian-flores-bio
1157,364136.0,"Sims, Darryl",2.0,8.0,7/23/1961 0:00:00,4.0,3.0,HC,0.0,Def,,9.0,23.0,0.281,0.0,0.0,0.0,https://pro-football-history.com/coach/2878/darryl-sims-bio
1158,557435.0,"Lockwood, Autumn",2.0,8.0,10/20/1994 0:00:00,0.0,3.0,GA,0.0,ST,,,,,,,,
1159,895931.0,"Townsend, Deshea",10.0,3.0,9/8/1975 0:00:00,13.0,3.0,AP,0.0,Def,,76.0,87.0,0.466,2.0,3.0,0.4,https://pro-football-history.com/coach/777/deshea-townsend-bio
1160,381223.0,"Mitchell, Jason",3.0,0.0,1/5/1987 0:00:00,0.0,3.0,,0.0,,,21.0,27.0,0.438,0.0,0.0,0.0,https://pro-football-history.com/coach/2420/jason-mitchell-bio
1161,348661.0,"Cross, DeMontie",5.0,8.0,2/26/1974 0:00:00,0.0,3.0,ST,0.0,Def,,31.0,49.0,0.388,0.0,0.0,0.0,https://pro-football-history.com/coach/2572/demontie-cross-bio
1162,129016.0,"Imamura, Jeff",12.0,11.0,1/1/1975 0:00:00,0.0,3.0,HC,0.0,Def,,89.0,102.0,0.466,1.0,4.0,0.2,https://pro-football-history.com/coach/1000/jeff-imamura-bio
1163,995469.0,"Nunnely, Wayne",18.0,18.0,3/29/1952 0:00:00,0.0,3.0,HC,0.0,Def,,119.0,153.0,0.438,4.0,5.0,0.444,https://pro-football-history.com/coach/1949/wayne-nunnely-bio
1164,179035.0,"Porter, Joey",5.0,2.0,3/22/1977 0:00:00,13.0,3.0,LB,0.0,Def,,54.0,25.0,0.681,3.0,4.0,0.429,https://pro-football-history.com/coach/2292/joey-porter-bio
1165,722525.0,"Izzo, Larry",13.0,0.0,9/26/1974 0:00:00,14.0,3.0,,5.0,ST,,108.0,103.0,0.512,6.0,5.0,0.545,https://pro-football-history.com/coach/987/larry-izzo-bio
1166,352796.0,"Ryan, Rob",23.0,11.0,12/13/1962 0:00:00,0.0,2.0,DC,13.0,Def,,151.0,214.0,0.414,7.0,1.0,0.875,https://pro-football-history.com/coach/809/rob-ryan-bio
1167,989817.0,"Dantonio, Mark",0.0,40.0,3/9/1956 0:00:00,0.0,,HC,0.0,Def,,,,,,,,
1168,724329.0,"Dixon, Kerry",2.0,15.0,,0.0,3.0,OC,0.0,Off,,23.0,11.0,0.677,1.0,2.0,0.333,https://pro-football-history.com/coach/13887/kerry-dixon-bio
1169,491689.0,"Linehan, Scott",17.0,13.0,9/17/1963 0:00:00,1.0,1.0,OC,13.0,Off,2006.0,120.0,140.0,0.461,3.0,5.0,0.375,https://pro-football-history.com/coach/237/scott-linehan-bio
1170,541692.0,"Robinson, Aldrick",1.0,0.0,9/24/1988 0:00:00,9.0,3.0,,0.0,Off,,9.0,8.0,0.529,0.0,1.0,0.0,https://pro-football-history.com/coach/13912/aldrick-robinson-bio
1171,590701.0,"Cidzik, Ryan",2.0,19.0,1/20/1979 0:00:00,0.0,3.0,,0.0,,,,,,,,,
1172,260204.0,"Upshaw, Favian",1.0,6.0,,0.0,3.0,RB,0.0,Off,,8.0,9.0,0.471,0.0,0.0,0.0,https://pro-football-history.com/coach/14100/favian-upshaw-bio
1173,261526.0,"Grieco, John",3.0,,,,3.0,,0.0,,,11.0,37.0,0.229,0.0,0.0,0.0,https://pro-football-history.com/coach/2296/john-grieco-bio
1174,685145.0,"Modkins, Curtis",16.0,13.0,11/15/1970 0:00:00,0.0,2.0,RB,5.0,Off,,113.0,162.0,0.411,1.0,4.0,0.2,https://pro-football-history.com/coach/821/curtis-modkins-bio
1175,851486.0,"Shurmur, Pat",23.0,11.0,4/14/1965 0:00:00,0.0,1.0,ST/TE,9.0,Off,2011.0,183.0,185.0,0.497,11.0,9.0,0.55,https://pro-football-history.com/coach/716/pat-shurmur-bio
1176,801632.0,"Catavolos, George",28.0,13.0,5/8/1945 0:00:00,0.0,3.0,DB,0.0,Def,,183.0,264.0,0.409,1.0,4.0,0.2,https://pro-football-history.com/coach/811/george-catavolos-bio
1177,924173.0,"Pettey, Phil",3.0,0.0,4/17/1961 0:00:00,0.0,3.0,AP,0.0,Off,,29.0,19.0,0.604,2.0,3.0,0.4,https://pro-football-history.com/coach/11911/phil-pettey-bio
1178,684291.0,"Bowles, Todd",24.0,3.0,11/18/1963 0:00:00,8.0,1.0,DC,6.0,Def,2015.0,216.0,202.0,0.517,11.0,9.0,0.55,https://pro-football-history.com/coach/718/todd-bowles-bio
1179,880322.0,Todd Pinkston,3.0,6.0,4/23/1977 0:00:00,6.0,3.0,WR,0.0,Off,,28.0,21.0,0.571,4.0,1.0,0.8,https://pro-football-history.com/coach/14088/todd-pinkston-bio
1180,542237.0,"Novak, Frank",16.0,21.0,1/1/1940 0:00:00,0.0,3.0,OC,11.0,ST,,126.0,99.0,0.56,3.0,10.0,0.231,https://pro-football-history.com/coach/1153/frank-novak-bio
1181,633708.0,"Angelichio, Brian",12.0,17.0,12/27/1972 0:00:00,0.0,3.0,TE,0.0,Off,,77.0,117.0,0.397,2.0,2.0,0.5,https://pro-football-history.com/coach/2129/brian-angelichio-bio
1182,404937.0,"Dunn, Kasey",2.0,15.0,7/22/1969 0:00:00,0.0,3.0,AH,0.0,Off,,9.0,23.0,0.281,0.0,0.0,0.0,https://pro-football-history.com/coach/1779/kasey-dunn-bio
1183,482523.0,"Wyatt, Darrell",2.0,34.0,,0.0,3.0,AHC,0.0,Off,,20.0,12.0,0.625,3.0,0.0,1.0,https://pro-football-history.com/coach/1226/darrell-wyatt-bio
1184,219821.0,"O'Leary, George",4.0,21.0,8/17/1946 0:00:00,0.0,2.0,HC,1.0,Def,,34.0,30.0,0.531,1.0,1.0,0.5,https://pro-football-history.com/coach/2961/george-oleary-bio
1185,119292.0,"Hargrave, Carl",11.0,18.0,11/8/1954 0:00:00,0.0,3.0,TE,0.0,Off,,104.0,88.0,0.542,4.0,7.0,0.364,https://pro-football-history.com/coach/1852/carl-hargrave-bio
1186,757494.0,"Harding, Dele",1.0,1.0,,0.0,3.0,AP,0.0,Def,,3.0,13.0,0.206,0.0,0.0,0.0,https://pro-football-history.com/coach/13933/dele-harding-bio
1187,743484.0,"Udinski, Grant",5.0,1.0,1/12/1996 0:00:00,0.0,3.0,GA,0.0,Off,,30.0,37.0,0.448,0.0,1.0,0.0,https://pro-football-history.com/coach/13523/grant-udinski-bio
1188,335818.0,"Sutulovich, Eric",14.0,6.0,2/28/1974 0:00:00,0.0,3.0,OC,0.0,ST,,102.0,122.0,0.455,4.0,5.0,0.444,https://pro-football-history.com/coach/2004/eric-sutulovich-bio
1189,312095.0,"Henley, Chandler",6.0,6.0,6/18/1983 0:00:00,0.0,3.0,AP,0.0,Off,,56.0,43.0,0.566,2.0,4.0,0.333,https://pro-football-history.com/coach/12739/chandler-henley-bio
1190,970394.0,"Paolillo, Lou",2.0,,,,3.0,,0.0,,,9.0,23.0,0.281,0.0,0.0,0.0,https://pro-football-history.com/coach/11986/lou-paolillo-bio
1191,992998.0,"Weidinger, Andrew",12.0,11.0,7/10/1982 0:00:00,0.0,3.0,HC,0.0,Off,,95.0,97.0,0.495,1.0,4.0,0.2,https://pro-football-history.com/coach/2162/andrew-weidinger-bio
1192,346462.0,"Peterson, Jay",4.0,33.0,2/6/1962 0:00:00,0.0,3.0,DC,0.0,Def,,,,,,,,
1193,726241.0,"Jones, Ronnie",9.0,26.0,10/17/1955 0:00:00,0.0,2.0,DC,2.0,Def,,3.0,13.0,0.188,0.0,0.0,0.0,https://pro-football-history.com/coach/11813/ronnie-jones-bio
1194,256384.0,"Knighten, Fredi",2.0,6.0,5/14/1994 0:00:00,0.0,3.0,GA,0.0,OFF,,21.0,12.0,0.636,2.0,1.0,0.667,https://pro-football-history.com/coach/13964/fredi-knighten-bio
1195,397317.0,"Flood, Kyle",2.0,24.0,1/20/1971 0:00:00,0.0,3.0,HC,0.0,Off,,17.0,15.0,0.531,1.0,1.0,0.5,https://pro-football-history.com/coach/3008/kyle-flood-bio
1196,312267.0,"Herrmann, Jim",8.0,26.0,12/8/1960 0:00:00,0.0,3.0,AHC,0.0,DEF,,,,,,,,
1197,995175.0,"Dunn, John",7.0,13.0,8/7/1983 0:00:00,0.0,3.0,OC,0.0,Off,,,,,,,,
1198,337463.0,"Peagler, William",1.0,17.0,4/27/1985 0:00:00,0.0,3.0,OC,0.0,Off,,4.0,13.0,0.235,0.0,0.0,0.0,https://pro-football-history.com/coach/14043/william-peagler-bio
1199,631643.0,"Williamson, Richard",27.0,10.0,4/13/1941 0:00:00,0.0,1.0,HC,1.0,Off,1990.0,181.0,250.0,0.42,6.0,5.0,0.545,https://pro-football-history.com/coach/452/richard-williamson-bio
1200,438341.0,"Jones, Pat",12.0,20.0,11/4/1947 0:00:00,0.0,3.0,HC,0.0,Def,,86.0,74.0,0.537,3.0,5.0,0.375,https://pro-football-history.com/coach/1262/pat-jones-bio
1201,202461.0,"Bicknell, Jack",7.0,20.0,2/7/1963 0:00:00,0.0,3.0,HC,0.0,Off,,,,,,,,
1202,379391.0,"DiSanto, Chris",4.0,8.0,,0.0,3.0,GA,0.0,Off,,69.0,75.0,0.479,3.0,3.0,0.5,https://pro-football-history.com/coach/2553/chris-disanto-bio
1203,846518.0,"Young, Laura",20.0,0.0,,0.0,3.0,,0.0,,,169.0,153.0,0.525,10.0,9.0,0.526,https://pro-football-history.com/coach/2847/laura-young-bio
1204,725361.0,"Barrow, Michael",3.0,7.0,4/19/1970 0:00:00,9.0,3.0,LB,0.0,Def,,29.0,18.0,0.615,2.0,2.0,0.5,https://pro-football-history.com/coach/2402/michael-barrow-bio
1205,520816.0,"Rollins, Zerick",9.0,3.0,6/20/1975 0:00:00,0.0,3.0,GA,0.0,Def,,76.0,68.0,0.528,4.0,5.0,0.444,https://pro-football-history.com/coach/1792/zerick-rollins-bio
1206,774831.0,"April, Bob",25.0,15.0,4/15/1953 0:00:00,0.0,3.0,ST,0.0,ST,,,,,,,,
1207,735331.0,"Casey, Justin",9.0,12.0,,0.0,3.0,,0.0,,,,,,,,,
1208,622699.0,"Harris, Bishop",14.0,19.0,11/23/1941 0:00:00,0.0,3.0,HC,0.0,Off,,118.0,122.0,0.492,4.0,6.0,0.4,https://pro-football-history.com/coach/1698/bishop-harris-bio
1209,676421.0,"Bradden, Terry",7.0,2.0,12/10/1990 0:00:00,0.0,3.0,GA,0.0,DEF,,84.0,30.0,0.737,15.0,4.0,0.789,https://pro-football-history.com/coach/11210/terry-bradden-bio
